x,y,z,t
-3960580.580714,3172829.958529,5013264.129706,29754.876000
-4250824.934539,2836034.537274,4968767.212125,29814.874000
-4524243.337992,2488020.686958,4904568.521775,29874.874000
-4779707.014839,2130138.584121,4820870.890475,29934.872000
-5016150.781048,1763784.030347,4717954.153994,29994.872000
-5232577.754422,1390393.732144,4596174.968962,30054.869000
-5428063.931978,1011440.321728,4455966.350675,30114.867000
-5601762.611384,628427.126301,4297836.920657,30174.866000
-5752908.633848,242882.694257,4122369.853859,30234.863000
-5880822.426095,-143644.913564,3930221.515040,30294.863000
-5984913.817229,-529594.059905,3722119.772276,30354.861000
-6064685.602100,-913395.685704,3498861.973638,30414.858000
-6119736.817087,-1293479.670949,3261312.572254,30474.857000
-6149765.688631,-1668281.382849,3010400.386506,30534.854000
-6154572.211587,-2036248.383887,2747115.486662,30594.853000
-6134060.315025,-2395847.263750,2472505.706230,30654.850000
-6088239.577847,-2745570.552734,2187672.784396,30714.847000
-6017226.464184,-3083943.671406,1893768.152925,30774.845000
-5921245.056688,-3409531.872408,1591988.385204,30834.842000
-5800627.271845,-3720947.133609,1283570.326099,30894.842000
-5655812.543533,-4016854.965057,969785.919698,30954.840000
-5487346.959355,-4295981.092645,651936.749992,31014.838000
-5295881.830507,-4557117.977683,331348.309521,31074.837000
-5082171.673416,-4799131.124119,9364.014912,31134.835000
-4847071.583021,-5020965.116271,-312661.003592,31194.835000
-4591533.985136,-5221649.323016,-633366.300540,31254.833000
-4316604.768341,-5400303.202446,-951392.652473,31314.831000
-4023418.811579,-5556141.145467,-1265388.676691,31374.831000
-3713194.938577,-5688476.806911,-1574017.471262,31434.829000
-3387230.340924,-5796726.885564,-1875963.218129,31494.828000
-3046894.516739,-5880414.326690,-2169937.696948,31554.826000
-2693622.771992,-5939170.929195,-2454686.663995,31614.825000
-2328909.329325,-5972739.343679,-2728996.055467,31674.824000
-1954300.087740,-5980974.448387,-2991697.976320,31734.822000
-1571385.078026,-5963844.090175,-3241676.434897,31794.822000
-1181790.663564,-5921429.179720,-3477872.781636,31854.820000
-787171.542876,-5853923.136008,-3699290.809608,31914.818000
-389202.616168,-5761630.684161,-3905001.476965,31974.817000
10429.218863,-5644966.021194,-4094147.217021,32034.815000
410033.277649,-5504450.373746,-4265945.809405,32094.814000
807923.245672,-5340708.978375,-4419693.793626,32154.804000
1202424.077944,-5154467.210090,-4554769.278866,32214.802000
1591870.809166,-4946544.063205,-4670633.344510,32274.801000
1974634.909373,-4717852.581238,-4766834.153374,32334.801000
2349126.272324,-4469393.396429,-4843007.779824,32394.798000
2713797.354560,-4202248.554825,-4898878.846379,32454.797000
3067149.948429,-3917575.798707,-4934261.023870,32514.795000
3407741.580203,-3616602.558050,-4949057.058991,32574.792000
3734191.504770,-3300619.702125,-4943258.345437,32634.791000
4045186.276025,-2970975.100641,-4916944.059510,32694.789000
4339484.878826,-2629067.039779,-4870279.883693,32754.788000
4615923.412925,-2276337.533568,-4803516.342160,32814.785000
4873419.321432,-1914265.567029,-4716986.771481,32874.781000
5110975.157011,-1544360.305612,-4611104.949055,32934.779000
5327681.879748,-1168154.305485,-4486362.402169,32994.777000
5522721.682842,-787196.760341,-4343325.422137,33054.776000
5695370.346528,-403046.820827,-4182631.810399,33114.774000
5844999.126421,-17267.021272,-4004987.385432,33174.771000
5971076.188414,368583.155401,-3811162.280048,33234.770000
6073167.606695,752953.549225,-3601987.057420,33294.767000
6150937.943330,1134309.411683,-3378348.671461,33354.765000
6204150.427108,1511137.296249,-3141186.293816,33414.762000
6232666.746849,1881950.738507,-2891487.026982,33474.759000
6236446.471818,2245295.713512,-2630281.521869,33534.758000
6215546.110743,2599755.856810,-2358639.518606,33594.755000
6170117.822162,2943957.434398,-2077665.331185,33654.755000
6100407.792219,3276574.047172,-1788493.298337,33714.752000
6006754.300563,3596331.057990,-1492283.223842,33774.749000
5889585.499050,3902009.734046,-1190215.828315,33834.748000
5749416.930013,4192451.102941,-883488.231353,33894.746000
5586848.810104,4466559.526071,-573309.478391,33954.745000
5402563.102322,4723305.996421,-260896.121858,34014.743000
5197320.393783,4961731.168795,52532.137584,34074.735000
4971956.591668,5180948.128942,365756.745742,34134.711000
4727383.878180,5380143.718392,677564.006364,34194.710000
4464588.795611,5558580.349162,986749.038667,34254.710000
4184612.154013,5715602.392071,1292121.745981,34314.708000
3888554.693359,5850635.319657,1592509.678270,34374.704000
3577573.471672,5963187.024180,1886761.844253,34434.701000
3252877.662397,6052849.002615,2173752.459877,34494.701000
2915724.263543,6119297.287278,2452384.569904,34554.698000
2567413.736476,6162293.133698,2721593.539916,34614.697000
2209285.588472,6181683.479013,2980350.420072,34674.695000
1842713.908219,6177401.183799,3227665.184857,34734.692000
1469102.858497,6149465.067924,3462589.854361,34794.692000
1089882.126330,6097979.747516,3684221.502122,34854.689000
706502.328638,6023135.276315,3891705.152628,34914.689000
320430.370911,5925206.591373,4084236.568979,34974.686000
-66855.242585,5804552.760828,4261064.928592,35034.684000
-453869.146794,5661616.030360,4421495.382893,35094.683000
-839123.899884,5496920.664735,4564891.495888,35154.680000
-1221134.809551,5311071.581056,4690677.556305,35214.679000
-1598424.796969,5104752.770603,4798340.758271,35274.677000
-1969529.293331,4878725.506026,4887433.245869,35334.675000
-2333001.163802,4633826.330295,4957574.016933,35394.674000
-2687415.653707,4370964.823183,5008450.681033,35454.673000
-3031375.351521,4091121.140478,5039821.065594,35514.672000
-3363515.162877,3795343.320708,5051514.662886,35574.671000
-3682507.289194,3484744.353926,5043433.909117,35634.669000
-3987066.203799,3160499.006932,5015555.285494,35694.668000
-4275953.617426,2823840.399045,4967930.229691,35754.667000
-4547983.423543,2476056.322048,4900685.844779,35814.666000
-4802026.611879,2118485.297409,4814025.391236,35874.664000
-5037016.135569,1752512.363550,4708228.546170,35934.660000
-5251951.713590,1379564.586349,4583651.412576,35994.660000
-5445904.545904,1001106.287508,4440726.260460,36054.656000
-5618021.914522,618633.988173,4279960.981309,36114.656000
-5767531.640159,233671.069020,4101938.237749,36174.653000
-5893746.361693,-152237.847561,3907314.291225,36234.650000
-5996067.604356,-537532.783061,3696817.491947,36294.649000
-6073989.602059,-920644.542189,3471246.416742,36354.647000
-6127102.838905,-1300001.088477,3231467.641750,36414.646000
-6155097.273923,-1674034.135700,2978413.138039,36474.643000
-6157765.211220,-2041185.931229,2713077.279682,36534.641000
-6135003.775172,-2399916.203182,2436513.456201,36594.640000
-6086816.947982,-2748709.237652,2149830.285179,36654.638000
-6013317.126025,-3086081.045793,1854187.426428,36714.637000
-5914726.153115,-3410586.573927,1550791.006142,36774.635000
-5791375.793431,-3720826.904218,1240888.666938,36834.633000
-5643707.614081,-4015456.389964,925764.266560,36894.633000
-5472272.255694,-4293189.668410,606732.253056,36954.629000
-5277728.077404,-4552808.494866,285131.747208,37014.629000
-5060839.168785,-4793168.343627,-37679.635762,37074.625000
-4822472.725124,-5013204.722427,-360332.192478,37134.622000
-4563595.784765,-5211939.147013,-681450.731150,37194.622000
-4285271.329494,-5388484.720908,-999661.326390,37254.619000
-3988653.753141,-5542051.263559,-1313598.184416,37314.618000
-3674983.710801,-5671949.929421,-1621910.566324,37374.616000
-3345582.371594,-5777597.262846,-1923269.709724,37434.614000
-3001845.110350,-5858518.639563,-2216375.684108,37494.613000
-2645234.686002,-5914351.054943,-2499964.114111,37554.610000
-2277273.964718,-5944845.230572,-2772812.707734,37614.610000
-1899538.252387,-5949867.022163,-3033747.532667,37674.607000
-1513647.303982,-5929398.121786,-3281648.991314,37734.605000
-1121257.077299,-5883536.055058,-3515457.452111,37794.604000
-724051.297309,-5812493.479601,-3734178.500097,37854.602000
-323732.896158,-5716596.795797,-3936887.773065,37914.601000
77984.606570,-5596284.085842,-4122735.351963,37974.598000
479385.718426,-5452102.403164,-4290949.676591,38034.593000
878761.518502,-5284704.441311,-4440840.961308,38094.564000
1274414.502118,-5094843.665464,-4571803.677337,38154.563000
1664662.818345,-4883368.775760,-4683318.438051,38214.560000
2047866.101418,-4651223.495610,-4774955.851725,38274.559000
2422423.640122,-4399438.636618,-4846376.686510,38334.557000
2786780.828888,-4129126.095581,-4897332.516998,38394.554000
3139436.052540,-3841472.741764,-4927665.955893,38454.554000
3478947.146220,-3537734.025407,-4937310.392466,38514.550000
3803937.403592,-3219227.358705,-4926289.257605,38574.549000
4113101.111744,-2887325.320026,-4894714.837387,38634.546000
4405208.596420,-2543448.731330,-4842786.659022,38694.544000
4679110.766384,-2189059.657413,-4770789.475070,38754.543000
4933743.150597,-1825654.373398,-4679090.873791,38814.540000
5168129.426310,-1454756.343928,-4568138.545129,38874.539000
5381384.440014,-1077909.254157,-4438457.233229,38934.537000
5572716.726486,-696670.129099,-4290645.407195,38994.535000
5741430.534240,-312602.574572,-4125371.682279,39054.535000
5886927.368619,72729.830154,-3943371.023575,39114.533000
6008707.066808,457769.960906,-3745440.763799,39174.532000
6106368.422078,840973.374332,-3532436.465597,39234.528000
6179609.377267,1220814.310019,-3305267.657225,39294.527000
6228226.809674,1595791.451751,-3064893.468378,39354.526000
6252115.930754,1964433.434079,-2812318.190622,39414.524000
6251269.324330,2325304.083705,-2548586.784563,39474.524000
6225775.646488,2677007.387984,-2274780.353816,39534.521000
6175818.009367,3018192.185095,-1992011.604217,39594.517000
6101672.069977,3347556.572171,-1701420.305540,39654.517000
6003703.844419,3663852.028976,-1404168.772155,39714.515000
5882367.267575,3965887.255927,-1101437.378404,39774.515000
5738201.518448,4252531.726560,-794420.123632,39834.514000
5571828.131705,4522718.955996,-484320.260666,39894.512000
5383947.916228,4775449.488758,-172345.999959,39954.512000
5175337.701364,5009793.611100,140293.700429,40014.502000
4946846.938918,5224893.792613,452393.250025,40074.490000
4699401.898213,5419964.810019,762753.549303,40134.489000
4433994.257545,5594297.779640,1070186.806341,40194.486000
4151669.585306,5747263.939632,1373521.252280,40254.486000
3853531.198094,5878314.034506,1671603.954225,40314.483000
3540736.212581,5986979.531973,1963304.411783,40374.480000
3214491.516634,6072873.625242,2247518.045410,40434.479000
2876049.673300,6135692.025915,2523169.576069,40494.471000
2526704.762615,6175213.553265,2789216.296292,40554.470000
2167788.165959,6191300.524450,3044651.232301,40614.467000
1800664.297938,6183898.949398,3288506.196596,40674.465000
1426726.291257,6153038.533851,3519854.730373,40734.464000
1047391.640310,6098832.494306,3737814.935546,40794.462000
664097.808918,6021477.189136,3941552.196906,40854.461000
278297.806621,5921251.570740,4130281.795932,40914.459000
-108544.264055,5798516.463595,4303271.418827,40974.457000
-494957.689484,5653713.672384,4459843.562010,41034.456000
-879469.658970,5487364.922518,4599377.838341,41094.454000
-1260609.816357,5300070.632502,4721313.186425,41154.454000
-1636914.856138,5092508.513993,4825149.983445,41214.451000
-2006933.170963,4865431.991559,4910452.059156,41274.448000
-2369229.555742,4619668.430846,4976848.605425,41334.447000
-2722389.970373,4356117.161620,5024035.972396,41394.445000
-3065026.358991,4075747.281446,5051779.339682,41454.444000
-3395781.519389,3779595.226556,5059914.249274,41514.442000
-3713334.012717,3468762.098378,5048347.986187,41574.439000
-4016403.101228,3144410.736592,5017060.793141,41634.438000
-4303753.700940,2807762.531616,4966106.906209,41694.435000
-4574201.336277,2460093.970576,4895615.398751,41754.435000
-4826617.084114,2102732.910740,4805790.820533,41814.432000
-5059932.494482,1737054.573458,4696913.617367,41874.429000
-5273144.473433,1364477.250506,4569340.314152,41934.429000
-5465320.110062,986457.714227,4423503.441227,41994.427000
-5635601.424570,604486.323865,4259911.181411,42054.427000
-5783210.008358,220081.823372,4079146.713726,42114.423000
-5907451.521519,-165214.169500,3881867.230011,42174.421000
-6007720.008806,-549842.977334,3668802.602526,42234.420000
-6083501.992560,-932234.969211,3440753.683621,42294.417000
-6134380.300217,-1310815.942526,3198590.221853,42354.417000
-6160037.584003,-1684013.759892,2943248.381837,42414.414000
-6160259.490405,-2050265.216997,2675727.857137,42474.412000
-6134937.436155,-2408023.113520,2397088.567084,42534.411000
-6084070.945740,-2755763.494426,2108446.930168,42594.408000
-6007769.503469,-3091993.022572,1810971.709717,42654.407000
-5906253.872241,-3415256.435822,1505879.432784,42714.405000
-5779856.832617,-3724144.033750,1194429.390620,42774.402000
-5629023.300459,-4017299.131999,877918.238167,42834.402000
-5454309.789165,-4293425.417821,557674.219316,42894.399000
-5256383.192203,-4551294.138896,235051.052742,42954.399000
-5036018.871583,-4789751.058930,-88578.481164,43014.396000
-4794098.046574,-5007723.116374,-411829.208471,43074.394000
-4531604.483632,-5204224.725443,-733310.439620,43134.393000
-4249620.493520,-5378363.660093,-1051633.010381,43194.391000
-3949322.246400,-5529346.461707,-1365416.436686,43254.390000
-3631974.421795,-5656483.310798,-1673296.129968,43314.387000
-3298924.218860,-5759192.303904,-1973930.614136,43374.385000
-2951594.763286,-5837003.080684,-2266008.679803,43434.385000
-2591477.959187,-5889559.753858,-2548256.407716,43494.384000
-2220126.845523,-5916623.105622,-2819443.992671,43554.383000
-1839147.525373,-5918072.026999,-3078392.302030,43614.382000
-1450190.741689,-5893904.189161,-3323979.108494,43674.381000
-1054943.175453,-5844235.946561,-3555144.943768,43734.380000
-655118.542503,-5769301.480194,-3770898.526681,43794.377000
-252448.565015,-5669451.195938,-3970321.725542,43854.376000
151326.106367,-5545149.399077,-4152574.019832,43914.374000
554464.943745,-5396971.272712,-4316896.431571,43974.365000
955236.486871,-5225599.194104,-4462614.902100,44034.357000
1351919.555966,-5031816.421696,-4589142.223309,44094.357000
1742819.007111,-4816504.121768,-4695981.069005,44154.355000
2126282.246458,-4580638.167843,-4782726.554167,44214.355000
2500699.159010,-4325281.201495,-4849066.365986,44274.352000
2864509.521933,-4051576.414866,-4894781.246250,44334.349000
3216209.980689,-3760741.014475,-4919744.931203,44394.348000
3554360.544541,-3454059.422232,-4923923.568763,44454.345000
3877590.574910,-3132876.271379,-4907374.637683,44514.345000
4184604.245419,-2798589.254152,-4870245.396571,44574.343000
4474185.458402,-2452641.876603,-4812770.894001,44634.341000
4745202.209177,-2096516.173985,-4735271.573810,44694.340000
4996610.396171,-1731725.436713,-4638150.511593,44754.339000
5227457.081162,-1359806.992547,-4521890.319044,44814.338000
5436883.208851,-982315.085662,-4387049.752228,44874.336000
5624125.798368,-600813.888525,-4234260.058487,44934.334000
5788519.621444,-216870.678529,-4064221.095145,44994.334000
5929498.383503,167950.791682,-3877697.252076,45054.333000
6046595.425484,552096.703619,-3675513.209669,45114.332000
6139443.966480,934029.337829,-3458549.563725,45174.331000
6207776.910068,1312232.972856,-3227738.348797,45234.330000
6251426.240379,1685219.500696,-2984058.490918,45294.329000
6270322.036615,2051533.745797,-2728531.219159,45354.328000
6264491.136447,2409758.479781,-2462215.462838,45414.328000
6234055.478932,2758519.128877,-2186203.257801,45474.327000
6179230.156516,3096488.175125,-1901615.181397,45534.326000
6100321.203496,3422389.255184,-1609595.832158,45594.325000
5997723.145789,3735000.962163,-1311309.367208,45654.324000
5871916.334379,4033160.356449,-1007935.108165,45714.323000
5723464.082958,4315766.191604,-700663.224866,45774.322000
5553009.628991,4581781.861345,-390690.505248,45834.319000
5361272.936767,4830238.073911,-79216.218938,45894.319000
5149047.360490,5060235.260728,232561.918717,45954.310000
4917196.721042,5270945.584272,543451.613326,46014.308000
4666661.368780,5461612.293217,852268.709316,46074.307000
4398437.940971,5631555.824759,1157842.805870,46134.306000
4113577.739198,5780174.689177,1459020.616724,46194.305000
3813187.198853,5906945.532237,1754668.951856,46254.304000
3498424.022794,6011424.127551,2043678.075103,46314.304000
3170493.273890,6093246.173309,2324964.945354,46374.301000
2830643.433077,6152127.905390,2597476.345094,46434.301000
2480162.427198,6187866.537979,2860191.901132,46494.298000
2120373.628427,6200340.541362,3112127.003193,46554.296000
1752631.824854,6189509.764574,3352335.626355,46614.296000
1378319.159838,6155415.408101,3579913.063116,46674.292000
998841.036469,6098179.849120,3793998.569932,46734.291000
615621.982946,6018006.319128,3993777.931629,46794.290000
230101.475063,5915178.431665,4178485.945187,46854.289000
-156270.286977,5790059.556490,4347408.822577,46914.288000
-542036.648813,5643092.036236,4499886.510776,46974.286000
-925738.819433,5474796.241951,4635314.926310,47034.286000
-1305920.235551,5285769.464894,4753148.101552,47094.284000
-1681130.972903,5076684.642603,4852900.240593,47154.282000
-2049932.205895,4848288.917214,4934147.683262,47214.281000
-2410900.719065,4601402.022585,4996530.776311,47274.279000
-2762633.475802,4336914.493980,5039755.650291,47334.278000
-3103752.250915,4055785.690110,5063595.898895,47394.276000
-3432908.333162,3759041.612889,5067894.154400,47454.275000
-3748787.301399,3447772.506350,5052563.548693,47514.275000
-4050113.873535,3123130.213690,5017589.044782,47574.274000
-4335656.821727,2786325.270990,4963028.619551,47634.274000
-4604233.940961,2438623.718019,4889014.275501,47694.271000
-4854717.052638,2081343.610126,4795752.857757,47754.269000
-5086037.020628,1715851.219804,4683526.652740,47814.269000
-5297188.754999,1343556.920789,4552693.746030,47874.267000
-5487236.177768,965910.750835,4403688.118457,47934.266000
-5655317.124853,584397.650950,4237019.460326,47994.263000
-5800648.157640,200532.379335,4053272.683635,48054.261000
-5922529.255354,-184145.901703,3853107.110885,48114.260000
-6020348.355205,-568079.366738,3637255.317322,48174.258000
-6093585.701438,-949697.594209,3406521.601899,48234.258000
-6141817.957919,-1327423.952251,3161780.062055,48294.256000
-6164722.033150,-1699682.288662,2903972.249096,48354.255000
-6162078.562795,-2064903.901378,2634104.384843,48414.255000
-6133774.993739,-2421534.756843,2353244.125676,48474.253000
-6079808.215009,-2768042.915725,2062516.866493,48534.253000
-6000286.683941,-3102926.119307,1763101.583345,48594.252000
-5895431.999408,-3424719.485264,1456226.219219,48654.250000
-5765579.877021,-3732003.257747,1143162.622581,48714.250000
-5611180.483630,-4023410.552688,825221.053500,48774.249000
-5432798.091064,-4297635.034406,503744.278123,48834.249000
-5231110.012949,-4553438.454019,180101.279656,48894.246000
-5006904.794920,-4789657.974859,-144319.377459,48954.244000
-4761079.638148,-5005213.206307,-468116.484379,49014.243000
-4494637.048287,-5199112.866602,-789883.371647,49074.242000
-4208680.715397,-5370460.997577,-1108215.279485,49134.242000
-3904410.643290,-5518462.659593,-1421716.850301,49194.241000
-3583117.557701,-5642429.041941,-1729009.677511,49254.240000
-3246176.631302,-5741781.931248,-2028739.844479,49314.239000
-2895040.570379,-5816057.487144,-2319585.387277,49374.237000
-2531232.114431,-5864909.280545,-2600263.614183,49434.237000
-2156336.007040,-5888110.556367,-2869538.213664,49494.235000
-1771990.504733,-5885555.690356,-3126226.081706,49554.233000
-1379878.499443,-5857260.819830,-3369203.800238,49614.232000
-981718.338309,-5803363.640494,-3597413.702019,49674.230000
-579254.430216,-5724122.374871,-3809869.464061,49734.229000
-174247.730805,-5619913.931001,-4005661.180699,49794.227000
231533.803430,-5491231.281262,-4183959.877554,49854.224000
636324.704935,-5338680.099997,-4344021.437384,49914.214000
1038370.554268,-5162974.495225,-4485189.826315,49974.213000
1435927.614143,-4964929.780406,-4606898.690587,50034.212000
1827289.453607,-4745461.852908,-4708675.426494,50094.210000
2210791.623266,-4505580.339902,-4790142.145213,50154.208000
2584816.060783,-4246381.343825,-4851016.046813,50214.207000
2947798.661561,-3969040.767489,-4891109.607927,50274.205000
3298236.330988,-3674807.326044,-4910330.187666,50334.205000
3634693.484970,-3364995.317420,-4908679.081521,50394.203000
3955807.975463,-3040977.219914,-4886250.057952,50454.201000
4260296.426641,-2704176.181055,-4843227.415385,50514.200000
4546958.974544,-2356058.456688,-4779883.598709,50574.198000
4814683.408781,-1998125.854433,-4696576.414693,50634.198000
5062448.719504,-1631908.231581,-4593745.885800,50694.196000
5289328.057208,-1258956.094003,-4471910.781996,50754.194000
5494491.117428,-880833.339289,-4331664.870462,50814.193000
5677205.967175,-499110.183456,-4173672.923345,50874.190000
5836840.334613,-115356.305844,-3998666.523277,50934.190000
5972862.387515,268865.758624,-3807439.705214,50994.188000
6084841.028861,652006.956423,-3600844.470947,51054.187000
6172445.739439,1032537.763718,-3379786.209820,51114.187000
6235445.997500,1408953.932667,-3145219.056116,51174.186000
6273710.305036,1779781.925970,-2898141.210700,51234.185000
6287204.849586,2143584.032484,-2639590.252197,51294.183000
6275991.830129,2498963.158741,-2370638.461217,51354.181000
6240227.475919,2844567.293208,-2092388.179719,51414.180000
6180159.787763,3179093.642503,-1805967.226203,51474.178000
6096126.032052,3501292.441794,-1512524.385623,51534.178000
5988550.018154,3809970.445091,-1213224.990457,51594.176000
5857939.189214,4103994.104718,-909246.606319,51654.174000
5704881.554735,4382292.452531,-601774.831927,51714.173000
5530042.490503,4643859.697818,-291999.219567,51774.171000
5334161.427858,4887757.558069,18890.681146,51834.171000
5118048.450375,5113117.338866,329709.156129,51894.154000
4882583.028547,5319141.192292,639277.783967,51954.153000
4628717.635366,5505101.860112,946428.209939,52014.151000
4357454.861307,5670349.220688,1250007.842119,52074.150000
4069851.906282,5814309.339473,1548882.283517,52134.148000
3767018.571408,5936485.017516,1841938.386699,52194.148000
3450113.503486,6036456.607323,2128087.390585,52254.146000
3120340.412797,6113882.652557,2406267.945077,52314.144000
2778944.270614,6168500.361625,2675449.026315,52374.143000
2427207.491637,6200125.925642,2934632.746494,52434.141000
2066446.104774,6208654.691451,3182857.063496,52494.140000
1698005.913372,6194061.199905,3419198.396882,52554.138000
1323258.643351,6156399.098369,3642774.157834,52614.136000
943598.075021,6095800.934356,3852745.201088,52674.136000
560436.152016,6012477.834458,4048318.206741,52734.133000
175199.058964,5906719.069567,4228747.998808,52794.132000
-210676.741446,5778891.504091,4393339.805813,52854.131000
-595748.521449,5629438.923821,4541451.466492,52914.129000
-978571.359983,5458881.234570,4672495.581263,52974.128000
-1357702.280661,5267813.521942,4785941.607616,53034.125000
-1731704.461600,5056904.961555,4881317.895359,53094.124000
-2099151.521056,4826897.568787,4958213.655869,53154.122000
-2458631.881265,4578604.777238,5016280.858187,53214.120000
-2808753.211876,4312909.835382,5055236.044014,53274.120000
-3148146.953753,4030764.010926,5074862.053110,53334.117000
-3475472.923766,3733184.591821,5075009.650141,53394.117000
-3789424.001046,3421252.671637,5055599.043203,53454.115000
-4088730.894742,3096110.704961,5016621.282896,53514.111000
-4372166.992062,2758959.816089,4958139.528734,53574.110000
-4638553.282992,2411056.841779,4880290.166801,53634.108000
-4886763.354303,2053711.086964,4783283.759157,53694.108000
-5115728.440392,1688280.771597,4667405.801896,53754.106000
-5324442.512429,1316169.147616,4533017.265417,53814.103000
-5511967.380821,938820.267679,4380554.887913,53874.102000
-5677437.779699,557714.391525,4210531.191588,53934.074000
-5820066.396780,174363.021290,4023534.190946,53994.072000
-5939148.807675,-209696.436904,3820226.763433,54054.070000
-6034068.270846,-592906.381872,3601345.654508,54114.066000
-6104300.337426,-973695.088205,3367700.091447,54174.065000
-6149417.228564,-1350483.125807,3120169.982367,54234.060000
-6169091.931248,-1721690.110660,2859703.679062,54294.059000
-6163101.961165,-2085741.765001,2587315.284149,54354.056000
-6131332.738122,-2441077.259878,2304081.485375,54414.048000
-6073780.516268,-2786156.806498,2011137.903069,54474.041000
-5990554.808631,-3119469.454640,1709674.941387,54534.037000
-5881880.244428,-3439541.047172,1400933.140388,54594.036000
-5748097.798960,-3744942.270050,1086198.034104,54654.034000
-5589665.340261,-4034296.728371,766794.529163,54714.031000
-5407157.443804,-4306288.971904,444080.828375,54774.030000
-5201264.435793,-4559672.388813,119441.933243,54834.027000
-4972790.636070,-4793276.884010,-205717.232033,54894.026000
-4722651.782318,-5006016.258353,-529979.025151,54954.022000
-4451871.627745,-5196895.206090,-851920.562675,55014.020000
-4161577.714606,-5365015.849841,-1170121.407673,55074.019000
-3852996.336229,-5509583.734965,-1483171.401141,55134.015000
-3527446.711170,-5629913.208375,-1789678.565534,55194.014000
-3186334.405011,-5725432.111546,-2088277.004371,55254.011000
-2831144.047986,-5795685.724085,-2377634.718635,55314.009000
-2463431.409426,-5840339.903281,-2656461.259134,55374.008000
-2084814.901892,-5859183.376428,-2923515.134552,55434.006000
-1696966.597959,-5852129.155795,-3177610.897845,55494.005000
-1301602.850129,-5819215.060116,-3417625.838627,55554.002000
-900474.609167,-5760603.340373,-3642506.215775,55614.000000
-495357.538456,-5676579.420827,-3851272.972154,55673.999000
-88042.022273,-5567549.778279,-4043026.881703,55733.997000
319676.835403,-5434038.993342,-4216953.087749,55793.996000
726009.127500,-5276686.017139,-4372325.000465,55853.979000
1129176.420881,-5096238.791288,-4508507.133779,55913.978000
1527416.993999,-4893547.970612,-4624957.160127,55973.976000
1919013.030470,-4669565.900595,-4721229.805826,56033.975000
2302289.899915,-4425337.829511,-4796976.941528,56093.973000
2675623.501977,-4161994.927174,-4851947.993152,56153.971000
3037447.954417,-3880747.156026,-4885989.812938,56213.970000
3386262.702417,-3582875.840328,-4899045.937911,56273.968000
3720639.014334,-3269726.010337,-4891155.269399,56333.968000
4039225.838751,-2942698.596754,-4862450.212344,56393.966000
4340755.007227,-2603242.547943,-4813154.317365,56453.958000
4624045.776517,-2252846.938371,-4743579.471985,56513.958000
4888008.712825,-1893033.131416,-4654122.689706,56573.956000
5131648.928712,-1525347.053483,-4545262.546670,56633.956000
5354068.690132,-1151351.629444,-4417555.315443,56693.955000
5554469.416702,-772619.422433,-4271630.844053,56753.953000
5732153.102539,-390725.514158,-4108188.226084,56813.953000
5886523.188119,-7240.655650,-3927991.304733,56873.951000
6017084.915610,376275.287291,-3731864.050507,56933.951000
6123445.201507,758279.574646,-3520685.849026,56993.949000
6205312.061091,1137252.503883,-3295386.732288,57053.948000
6262493.619609,1511702.981996,-3056942.583876,57113.947000
6294896.745032,1880173.750873,-2806370.345840,57173.946000
6302525.336920,2241246.262470,-2544723.252447,57233.945000
6285478.305304,2593545.203639,-2273086.113543,57293.944000
6243947.272637,2935742.673467,-1992570.667840,57353.943000
6178214.030778,3266562.018818,-1704311.024082,57413.943000
6088647.783809,3584781.336203,-1409459.205645,57473.937000
5975702.206175,3889236.650383,-1109180.811689,57533.936000
5839912.344197,4178824.782029,-804650.805423,57593.934000
5681891.387443,4452505.918544,-497049.437470,57653.932000
5502327.334582,4709305.903577,-187558.309580,57713.931000
5301979.576201,4948318.261982,122643.418753,57773.928000
5081675.414533,5168705.977702,432382.680816,57833.911000
4842311.816065,5369701.653788,740495.410177,57893.911000
4584851.288400,5550609.024584,1045829.986154,57953.909000
4310303.832140,5710807.935282,1347252.137434,58013.907000
4019732.804289,5849752.800602,1643646.987203,58073.906000
3714251.557084,5966973.315458,1933922.028529,58133.904000
3395019.815888,6062075.079171,2217010.017515,58193.903000
3063240.056605,6134740.076640,2491871.761827,58253.902000
2720153.882483,6184727.026674,2757498.811687,58313.901000
2367038.399038,6211871.606278,3012916.060000,58373.901000
2005202.584872,6216086.558468,3257184.257956,58433.900000
1635983.655373,6197361.690075,3489402.452228,58493.899000
1260743.415418,6155763.764962,3708710.349857,58553.898000
880864.596248,6091436.296909,3914290.616951,58613.897000
497747.170594,6004599.245088,4105371.117346,58673.897000
112804.638923,5895548.613420,4281227.097251,58733.895000
-272539.721452,5764655.953178,4441183.321509,58793.895000
-656856.653745,5612367.765967,4584616.166331,58853.893000
-1038714.775634,5439204.801812,4710955.672153,58913.890000
-1416684.500222,5245761.244585,4819687.558681,58973.890000
-1789342.034400,5032703.774565,4910355.202170,59033.888000
-2155273.464391,4800770.495675,4982561.572725,59093.887000
-2513078.937188,4550769.712991,5035971.126981,59153.884000
-2861376.945121,4283578.544490,5070311.648995,59213.879000
-3198808.718946,4000141.349761,5085376.029767,59273.878000
-3524042.732783,3701467.957503,5081023.973397,59333.876000
-3835779.321897,3388631.672957,5057183.615735,59393.875000
-4132755.411916,3062767.046028,5013853.039239,59453.873000
-4413749.355406,2725067.380569,4951101.665838,59513.872000
