x,y,z,t
-6127242.154150,-1671626.430840,3116307.380216,6775.783000
-6138487.694655,-2042357.586179,2860425.684131,6835.780000
-6124831.632423,-2404812.781308,2592914.952721,6895.778000
-6086313.789226,-2757516.487349,2314855.995913,6955.777000
-6023075.403478,-3099031.106035,2027374.090734,7015.774000
-5935358.854166,-3427963.022369,1731634.452318,7075.773000
-5823506.945232,-3742968.508115,1428837.500907,7135.770000
-5687961.748569,-4042759.444428,1120213.947071,7195.768000
-5529263.007597,-4326108.833894,807019.718412,7255.768000
-5348046.106122,-4591856.074381,490530.751144,7315.763000
-5145039.608953,-4838911.968669,172037.669681,7375.762000
-4921062.381884,-5066263.444618,-147159.622704,7435.760000
-4677020.299785,-5272977.960612,-465757.418474,7495.758000
-4413902.553341,-5458207.570781,-782453.720581,7555.757000
-4132777.567765,-5621192.624630,-1095953.770262,7615.755000
-3834788.550679,-5761265.076911,-1404975.558656,7675.753000
-3521148.690760,-5877851.386229,-1708255.291542,7735.750000
-3193136.032992,-5970474.984926,-2004552.776164,7795.747000
-2852088.059729,-6038758.307681,-2292656.700145,7855.746000
-2499396.008567,-6082424.371228,-2571389.774767,7915.742000
-2136498.958366,-6101297.901730,-2839613.717756,7975.741000
-1764877.713885,-6095306.009197,-3096234.053494,8035.738000
-1386048.518311,-6064478.409725,-3340204.710579,8095.735000
-1001556.622223,-6008947.196896,-3570532.397613,8155.734000
-612969.737872,-5928946.164105,-3786280.738178,8215.731000
-221871.409070,-5824809.680797,-3986574.145669,8275.730000
170145.670885,-5696971.128132,-4170601.418905,8335.727000
561486.359000,-5545960.903390,-4337619.040707,8395.722000
950559.744998,-5372404.006938,-4486954.164309,8455.692000
1335785.029238,-5177017.024176,-4618007.187107,8515.688000
1715588.566712,-4960602.332833,-4730252.950743,8575.687000
2088427.883498,-4724049.319616,-4823244.781549,8635.684000
2452794.391247,-4468329.500935,-4896615.696131,8695.680000
2807215.789495,-4194491.309424,-4950079.268337,8755.679000
3150262.005522,-3903655.605359,-4983430.602991,8815.676000
3480550.936044,-3597010.914586,-4996546.974804,8875.676000
3796753.970227,-3275808.410443,-4989388.130294,8935.672000
4097601.271912,-2941356.659400,-4961996.250699,8995.670000
4381886.798332,-2595016.153445,-4914495.575603,9055.670000
4648473.033683,-2238193.655568,-4847091.690024,9115.668000
4896295.418694,-1872336.386785,-4760070.481407,9175.667000
5124366.461343,-1498926.083474,-4653796.776398,9235.663000
5331779.518024,-1119472.952087,-4528712.669442,9295.660000
5517712.237663,-735509.545375,-4385335.555961,9355.659000
5681429.662878,-348584.581070,-4224255.881975,9415.657000
5822286.982024,39743.278301,-4046134.620400,9475.656000
5939731.924527,427911.666323,-3851700.482654,9535.654000
6033306.790165,814360.754911,-3641746.873500,9595.652000
6102650.101984,1197539.475760,-3417128.597758,9655.651000
6147497.873201,1575911.696002,-3178758.329512,9715.648000
6167684.480699,1947962.320858,-2927602.857291,9775.647000
6163143.141393,2312203.295385,-2664679.121537,9835.644000
6133905.991715,2667179.478586,-2391050.062854,9895.640000
6080103.773914,3011474.365648,-2107820.300456,9955.639000
6001965.134989,3343715.637066,-1816131.660147,10015.636000
5899815.544756,3662580.516033,-1517158.570208,10075.635000
5774075.839125,3966800.916793,-1212103.342709,10135.632000
5625260.394002,4255168.366703,-902191.357363,10195.629000
5453974.935208,4526538.683700,-588666.165630,10255.628000
5260913.991094,4779836.389666,-272784.534219,10315.625000
5046857.997289,5014058.839666,44188.551085,10375.624000
4812670.066766,5228280.047974,360984.898775,10435.601000
4559297.924768,5421652.701724,676337.471490,10495.594000
4287768.885027,5593411.682271,988985.509380,10555.589000
3999171.822674,5742880.714182,1297681.111685,10615.586000
3694662.142666,5869472.286600,1601192.995192,10675.585000
3375457.367147,5972689.710517,1898311.244120,10735.582000
3042832.299372,6052128.881647,2187851.981358,10795.581000
2698113.994816,6107479.690085,2468661.922245,10855.577000
2342676.555993,6138527.075064,2739622.797006,10915.574000
1977935.768219,6145151.722384,2999655.627108,10975.573000
1605343.595484,6127330.402374,3247724.840025,11035.569000
1226382.558126,6085135.947928,3482842.206859,11095.568000
842560.015988,6018736.875021,3704070.588371,11155.564000
455402.381596,5928396.651462,3910527.477222,11215.561000
66449.286993,5814472.622706,4101388.327136,11275.559000
-322752.274476,5677414.605334,4275889.662580,11335.556000
-710653.813254,5517763.159155,4433331.964672,11395.555000
-1095711.200409,5336147.547756,4573082.329909,11455.552000
-1476390.502999,5133283.395434,4694576.897775,11515.550000
-1851173.785202,4909970.046708,4797323.041973,11575.549000
-2218564.861416,4667087.633730,4880901.318347,11635.547000
-2577094.985616,4405593.857464,4944967.161615,11695.546000
-2925328.459471,4126520.490287,4989252.323076,11755.544000
-3261868.140775,3830969.610011,5013566.042894,11815.542000
-3585360.834292,3520109.577475,5017795.952754,11875.542000
-3894502.548955,3195170.770788,5001908.707114,11935.540000
-4188043.607856,2857441.088695,4965950.342886,11995.539000
-4464793.599669,2508261.233471,4910046.367720,12055.537000
-4723626.160954,2149019.781031,4834401.575785,12115.535000
-4963483.577724,1781148.043606,4739299.587510,12175.535000
-5183381.191674,1406114.729496,4625102.107035,12235.532000
-5382411.592323,1025420.405759,4492247.888957,12295.531000
-5559748.572177,640591.773190,4341251.405447,12355.528000
-5714650.819055,253175.767973,4172701.206072,12415.524000
-5846465.318875,-135266.490180,3987257.965759,12475.523000
-5954630.443608,-523165.879112,3785652.220276,12535.520000
-6038678.702372,-908951.557415,3568681.792662,12595.519000
-6098239.137562,-1291057.321965,3337208.917076,12655.517000
-6133039.351425,-1667928.012908,3092157.068173,12715.515000
-6142907.150525,-2038025.940838,2834507.504400,12775.515000
-6127771.795807,-2399837.311968,2565295.533100,12835.513000
-6087664.844842,-2751878.626945,2285606.504971,12895.512000
-6022720.571203,-3092703.027038,1996571.546071,12955.504000
-5933175.944979,-3420906.558271,1699363.037686,13015.501000
-5819370.159126,-3735134.320426,1395189.857990,13075.500000
-5681743.689075,-4034086.464887,1085292.403824,13135.497000
-5520836.877536,-4316524.003669,770937.415401,13195.496000
-5337288.041950,-4581274.392272,453412.630282,13255.493000
-5131831.107564,-4827236.850751,134021.295184,13315.491000
-4905292.773754,-5053387.390003,-185923.435050,13375.490000
-4658589.224650,-5258783.512891,-505104.182148,13435.487000
-4392722.397396,-5442568.561807,-822205.083989,13495.486000
-4108775.823259,-5603975.685435,-1135917.560208,13555.483000
-3807910.058837,-5742331.398228,-1444946.074089,13615.480000
-3491357.727536,-5857058.707023,-1748013.859281,13675.479000
-3160418.195352,-5947679.781174,-2043868.578015,13735.476000
-2816451.909466,-6013818.145922,-2331287.875950,13795.475000
-2460874.432598,-6055200.383547,-2609084.798448,13855.473000
-2095150.209679,-6071657.332578,-2876113.034179,13915.470000
-1720786.105630,-6063124.781273,-3131271.954478,13975.469000
-1339324.753754,-6029643.656810,-3373511.420397,14035.466000
-952337.753707,-5971359.715585,-3601836.333200,14095.465000
-561418.756796,-5888522.742653,-3815310.907516,14155.463000
-168176.475070,-5781485.269822,-4013062.649130,14215.460000
225772.350146,-5650700.822966,-4194286.021219,14275.459000
618809.984862,-5496721.710352,-4358245.784107,14335.450000
1009324.708569,-5320196.365647,-4504279.994637,14395.423000
1395715.273257,-5121865.587348,-4631802.359830,14455.421000
1776391.189757,-4902557.248751,-4740303.733376,14515.418000
2149798.525246,-4663187.570969,-4829356.234121,14575.417000
2514417.870168,-4404754.544366,-4898613.742483,14635.414000
2868769.155064,-4128332.953166,-4947812.858843,14695.410000
3211417.724296,-3835069.510372,-4976773.662075,14755.409000
3540980.157423,-3526177.728529,-4985400.097837,14815.406000
3856129.818645,-3202932.555016,-4973680.003642,14875.405000
4155602.117110,-2866664.798903,-4941684.778976,14935.402000
4438199.462552,-2518755.374859,-4889568.709349,14995.399000
4702795.901747,-2160629.388432,-4817567.953236,15055.398000
4948341.421810,-1793750.086617,-4725999.200792,15115.394000
5173865.906792,-1419612.698043,-4615258.013210,15175.392000
5378482.734635,-1039738.188211,-4485816.852044,15235.388000
5561392.002701,-655666.956638,-4338222.808822,15295.384000
5721883.371873,-268952.504085,-4173095.046786,15355.382000
5859338.521743,118844.901265,-3991121.968537,15415.379000
5973233.212307,506164.530028,-3793058.125314,15475.378000
6063138.950599,891451.442873,-3579720.885269,15535.375000
6128724.263330,1273162.661590,-3351986.879197,15595.371000
6169755.578590,1649773.237351,-3110788.242499,15655.370000
6186097.720688,2019782.196071,-2857108.671909,15715.366000
6177714.022610,2381718.342729,-2591979.314848,15775.364000
6144666.060396,2734145.907546,-2316474.508594,15835.361000
6087113.013735,3075670.017128,-2031707.386042,15895.356000
6005310.657460,3404941.973209,-1738825.364885,15955.355000
5899609.989800,3720664.321101,-1439005.537488,16015.352000
5770455.505165,4021595.689791,-1133449.979464,16075.351000
5618383.121629,4306555.386195,-823380.995583,16135.347000
5444017.775675,4574427.727575,-510036.321968,16195.343000
5248070.698736,4824166.098236,-194664.303406,16255.342000
5031336.391256,5054796.719090,121480.935986,16315.320000
4794689.355106,5265422.108779,437144.306070,16375.316000
4539089.028227,5455221.945590,751073.540187,16435.313000
4265565.609371,5623458.765880,1062025.166616,16495.310000
3975210.884879,5769481.905898,1368769.803342,16555.309000
3669180.744834,5892727.851401,1670095.968817,16615.306000
3348690.655458,5992722.111933,1964814.600772,16675.305000
3015010.946792,6069080.764177,2251763.463804,16735.302000
2669461.936033,6121511.664196,2529811.431591,16795.299000
2313408.907094,6149815.330641,2797862.631440,16855.297000
1948256.966527,6153885.503062,3054860.440998,16915.294000
1575445.794480,6133709.380974,3299791.329064,16975.293000
1196444.307281,6089367.549868,3531688.534157,17035.290000
812745.245957,6021033.600068,3749635.575384,17095.287000
425859.703261,5928973.443283,3952769.590144,17155.287000
37311.600808,5813544.330523,4140284.492517,17215.285000
-351367.871855,5675193.574164,4311433.945090,17275.284000
-738645.843505,5514456.976795,4465534.136147,17335.283000
-1122993.358728,5331956.970175,4601966.353896,17395.281000
-1502890.971514,5128400.468881,4720179.350050,17455.280000
-1876834.319507,4904576.444655,4819691.486386,17515.278000
-2243339.664085,4661353.228440,4900092.659640,17575.278000
-2600949.382820,4399675.547264,4961046.001495,17635.276000
-2948237.402446,4120561.302396,5002289.351155,17695.275000
-3283814.561722,3825098.093775,5023636.497601,17755.274000
-3606333.893880,3514439.494178,5024978.187326,17815.272000
-3914495.817533,3189801.075573,5006282.891340,17875.272000
-4207053.223115,2852456.190079,4967597.323360,17935.270000
-4482816.439624,2503731.509035,4909046.699777,17995.268000
-4740658.064295,2145002.325764,4830834.731730,18055.268000
-4979517.636373,1777687.629898,4733243.340469,18115.266000
-5198406.135623,1403244.963244,4616632.088750,18175.266000
-5396410.286415,1023165.068330,4481437.322729,18235.264000
-5572696.648670,638966.341085,4328171.020148,18295.263000
-5726515.476970,252189.098752,4157419.341065,18355.262000
-5857204.328237,-135610.326052,3969840.876980,18415.260000
-5964191.396416,-522865.653556,3766164.593435,18475.260000
-6046998.549980,-908006.873572,3547187.460510,18535.258000
-6105244.045462,-1289466.593176,3313771.765991,18595.255000
-6138644.888532,-1665686.492718,3066842.107642,18655.254000
-6147018.814059,-2035123.862232,2807382.064107,18715.251000
-6130285.858330,-2396258.185564,2536430.548071,18775.250000
-6088469.499831,-2747597.736368,2255077.849696,18835.247000
-6021697.348990,-3087686.148582,1964461.382373,18895.244000
-5930201.371114,-3415108.924023,1665761.145956,18955.243000
-5814317.629801,-3728499.840356,1360194.924824,19015.240000
-5674485.540164,-4026547.223192,1049013.239771,19075.239000
-5511246.622694,-4308000.045645,733494.074359,19135.236000
-5325242.750265,-4571673.817403,414937.398620,19195.233000
-5117213.883543,-4816456.223549,94659.516028,19255.232000
-4887995.294283,-5041312.472050,-226012.736681,19315.230000
-4638514.281757,-5245290.308854,-545747.903586,19375.229000
-4369786.394016,-5427524.661349,-863215.901342,19435.226000
-4082911.171962,-5587241.874670,-1177094.050703,19495.223000
-3779067.439281,-5723763.510000,-1486073.109569,19555.222000
-3459508.164803,-5836509.678925,-1788863.270095,19615.220000
-3125554.925877,-5925001.891899,-2084200.083539,19675.219000
-2778592.002833,-5988865.401799,-2370850.277407,19735.217000
-2420060.136371,-6027831.025558,-2647617.429631,19795.214000
-2051449.982616,-6041736.428871,-2913347.464157,19855.213000
-1674295.304709,-6030526.861968,-3166933.931951,19915.210000
-1290165.944497,-5994255.339099,-3407323.041919,19975.209000
-900660.622116,-5933082.260772,-3633518.408216,20035.206000
-507399.613769,-5847274.485167,-3844585.484092,20095.203000
-112017.358100,-5737203.862356,-4039655.657457,20155.202000
283844.960770,-5603345.250752,-4217929.988857,20215.198000
678546.809384,-5446274.038862,-4378682.577535,20275.179000
1070455.640435,-5266663.196828,-4521263.544987,20335.170000
1457948.812215,-5065278.441009,-4645101.002417,20395.169000
1839421.419540,-4842974.592423,-4749703.307657,20455.166000
2213307.543009,-4600695.201262,-4834662.493440,20515.165000
2578077.529603,-4339465.399537,-4899654.516444,20575.163000
2932244.224445,-4060386.909452,-4944440.180195,20635.160000
3274369.178449,-3764632.815540,-4968865.679934,20695.159000
3603068.557267,-3453442.068684,-4972862.746530,20755.157000
3917018.727110,-3128113.758212,-4956448.398914,20815.157000
4214961.497858,-2790001.188152,-4919724.317230,20875.155000
4495709.008364,-2440505.792270,-4862875.850483,20935.153000
4758148.242221,-2081070.920547,-4786170.673015,20995.153000
5001245.164402,-1713175.527852,-4689957.104198,21055.151000
5224048.470373,-1338327.794260,-4574662.105964,21115.151000
5425692.940216,-958058.705757,-4440788.973491,21175.149000
5605402.391544,-573915.623678,-4288914.735747,21235.148000
5762492.226949,-187455.870589,-4119687.284119,21295.147000
5896371.574196,199759.640871,-3933822.248718,21355.146000
6006545.019982,586172.711501,-3732099.642440,21415.145000
6092613.940190,970234.068808,-3515360.292486,21475.143000
6154277.430905,1350409.469288,-3284502.077940,21535.140000
6191332.844917,1725185.670033,-3040475.990632,21595.139000
6203675.938579,2093076.250077,-2784282.035745,21655.137000
6191300.634162,2452627.261268,-2516964.988637,21715.136000
6154298.404056,2802422.687731,-2239610.025483,21775.133000
6092857.285310,3141089.692952,-1953338.247144,21835.131000
6007260.536140,3467303.634826,-1659302.117463,21895.130000
5897884.949294,3779792.831800,-1358680.838318,21955.128000
5765198.839904,4077343.067338,-1052675.683636,22015.128000
5609759.726902,4358801.824343,-742505.313070,22075.126000
5432211.726909,4623082.245149,-429401.083511,22135.125000
5233282.677933,4869166.815271,-114602.373663,22195.124000
5013781.007917,5096110.769937,200648.065693,22255.112000
4774593.014396,5303045.045086,515108.647995,22315.111000
4516688.839937,5489176.542614,827542.396623,22375.110000
4241101.472738,5653795.366800,1136723.472280,22435.108000
3948925.666449,5796276.296248,1441441.271083,22495.107000
3641317.654298,5916079.662115,1740504.315824,22555.106000
3319490.734568,6012752.990220,2032744.509774,22615.105000
2984710.704034,6085932.338840,2317021.277202,22675.104000
2638291.158092,6135343.335584,2592225.580192,22735.102000
2281588.674890,6160801.918922,2857283.803412,22795.100000
1915997.898674,6162214.790934,3111161.500403,22855.100000
1542946.535270,6139579.587634,3352866.996241,22915.097000
1163890.270892,6092984.772202,3581454.842102,22975.096000
780307.624576,6022609.255100,3796029.117198,23035.093000
393694.744509,5928721.744131,3995746.573347,23095.090000
5560.158929,5811679.827150,4179819.617210,23155.088000
-382580.507331,5671928.790492,4347519.125455,23215.086000
-769209.839786,5510000.176780,4498177.088608,23275.085000
-1152813.954747,5326510.086227,4631189.080031,23335.082000
-1531887.824669,5122157.225265,4746016.546824,23395.080000
-1904940.601221,4897720.705344,4842188.919261,23455.079000
-2270500.929668,4654057.593147,4919305.534354,23515.076000
-2627122.247867,4392100.211804,4977037.367594,23575.075000
-2973388.061694,4112853.191595,5015128.565184,23635.073000
-3307917.186406,3817390.268501,5033397.767708,23695.070000
-3629368.940988,3506850.829903,5031739.215668,23755.069000
-3936448.280557,3182436.208373,5010123.627704,23815.067000
-4227910.851108,2845405.726209,4968598.843409,23875.066000
-4502567.951077,2497072.494496,4907290.223822,23935.063000
-4759291.385050,2138798.970615,4826400.803196,23995.061000
-4997018.195523,1771992.277325,4726211.185129,24055.060000
-5214755.258081,1398099.285556,4607079.174317,24115.058000
-5411583.723190,1018601.462577,4469439.132769,24175.057000
-5586663.284093,635009.488309,4313801.046963,24235.055000
-5739236.245867,248857.645547,4140749.291325,24295.053000
-5868631.366627,-138302.005475,3950941.074127,24355.052000
-5974267.439410,-524905.652253,3745104.554749,24415.050000
-6055656.582993,-909383.933935,3524036.625515,24475.049000
-6112407.211694,-1290168.299514,3288600.356022,24535.047000
-6144226.657184,-1665697.494274,3039722.101757,24595.044000
-6150923.418124,-2034424.148636,2778388.281000,24655.043000
-6132409.014823,-2394821.444135,2505641.824386,24715.041000
-6088699.425596,-2745389.830935,2222578.300796,24775.040000
-6019916.079435,-3084663.768743,1930341.722688,24835.037000
-5926286.377396,-3411218.457920,1630120.035025,24895.035000
-5808143.714262,-3723676.520769,1323140.295396,24955.034000
-5665926.974120,-4020714.586011,1010663.558921,25015.031000
-5500179.478722,-4301069.724208,693979.488971,25075.031000
-5311547.375460,-4563545.679866,374400.722293,25135.027000
-5100777.460644,-4807018.847483,53257.023144,25195.024000
-4868714.441970,-5030443.943091,-268110.735271,25255.022000
-4616297.650109,-5232859.328188,-588356.722498,25315.020000
-4344557.213149,-5413391.947607,-906136.396247,25375.019000
-4054609.709893,-5571261.845664,-1220112.802484,25435.017000
-3747653.320415,-5705786.225891,-1528962.890667,25495.015000
-3424962.496128,-5816383.020009,-1831383.802908,25555.015000
-3087882.177492,-5902573.933023,-2126099.093553,25615.013000
-2737821.594888,-5963986.934984,-2411864.833911,25675.013000
-2376247.695514,-6000358.176303,-2687475.556731,25735.012000
-2004678.244779,-6011533.311767,-2951769.997147,25795.010000
-1624674.653358,-5997468.226983,-3203636.590770,25855.010000
-1237834.580947,-5958229.168042,-3442018.694346,25915.008000
-845784.365878,-5893992.279912,-3665919.498630,25975.008000
-450171.327926,-5805042.561560,-3874406.605907,26035.006000
-52655.991304,-5691772.247386,-4066616.245963,26095.005000
345095.723542,-5554678.626967,-4241757.105140,26155.004000
741420.287983,-5394361.319472,-4399113.744635,26214.987000
1134664.187021,-5211519.000708,-4538049.576872,26274.982000
1523182.580395,-5006943.253556,-4658008.360099,26334.981000
1905358.570386,-4781517.537820,-4758517.639416,26394.979000
2279613.870657,-4536213.493560,-4839190.748972,26454.970000
2644409.413238,-4272084.259131,-4899727.237652,26514.969000
2998251.958794,-3990259.163883,-4939913.593365,26574.967000
3339700.391370,-3691938.134318,-4959623.538965,26634.966000
3667371.675840,-3378385.848008,-4958817.909487,26694.964000
3979946.456248,-3050925.668669,-4937544.120120,26754.961000
4276174.272832,-2710933.397104,-4895935.235550,26814.960000
4554878.376585,-2359830.875306,-4834208.654227,26874.957000
4814960.123655,-1999079.483352,-4752664.425286,26934.956000
5055402.937553,-1630173.569282,-4651683.219886,26994.955000
5275275.833858,-1254633.850201,-4531723.981412,27054.954000
5473736.508002,-874000.818843,-4393321.279473,27114.953000
5650033.990489,-489828.185023,-4237082.391021,27174.951000
5803510.875009,-103676.377341,-4063684.129323,27234.951000
5933605.123990,282893.871661,-3873869.439187,27294.948000
6039851.454665,668327.833759,-3668443.776071,27354.946000
6121882.308325,1051082.962421,-3448271.287875,27414.945000
6179428.407084,1429634.913976,-3214270.820933,27474.944000
6212318.906253,1802483.387765,-2967411.774732,27534.944000
6220481.155354,2168157.763385,-2708709.831822,27594.942000
6203940.085274,2525222.517947,-2439222.589245,27654.941000
6162817.241609,2872282.412069,-2160045.115289,27714.941000
6097329.484161,3207987.438317,-1872305.451245,27774.940000
6007787.369969,3531037.528586,-1577160.073325,27834.939000
5894593.233514,3840187.017013,-1275789.326482,27894.938000
5758238.974346,4134248.852645,-969392.840527,27954.936000
5599303.560980,4412098.552706,-659184.939935,28014.936000
5418450.261113,4672677.884588,-346390.061333,28074.935000
5216423.611800,4914998.264114,-32238.195734,28134.934000
4994046.148031,5138143.859884,282039.625413,28194.917000
4752217.005333,5341273.835504,595215.537119,28254.915000
4491915.640552,5523622.878925,906068.351073,28314.914000
4214178.692309,5684508.643659,1213390.093791,28374.913000
3920103.910561,5823331.542124,1515989.263421,28434.912000
3610847.822389,5939575.901129,1812694.691516,28494.911000
3287621.461152,6032811.345209,2102359.507046,28554.909000
2951685.985852,6102693.926355,2383864.990207,28614.908000
2604348.195730,6148967.003958,2656124.314781,28674.907000
2246955.945191,6171461.875496,2918086.175667,28734.904000
1880893.465967,6170098.156813,3168738.296131,28794.904000
1507576.605935,6144883.911161,3407110.808048,28854.901000
1128447.995961,6095915.527929,3632279.498499,28914.898000
744972.156814,6023377.354225,3843368.917358,28974.897000
358630.557282,5927541.084235,4039555.342348,29034.896000
-29083.367433,5808764.911797,4220069.599800,29094.895000
-416669.230386,5667492.450778,4384199.740295,29154.892000
-802624.735879,5504251.425972,4531293.568160,29214.889000
-1185450.746823,5319652.135158,4660761.022708,29274.889000
-1563656.372259,5114385.681316,4772076.407545,29334.886000
-1935764.069687,4889221.973299,4864780.462777,29394.886000
-2300314.755725,4645007.493400,4938482.274138,29454.883000
-2655872.917899,4382662.830801,4992861.012824,29514.881000
-3001031.720448,4103179.980131,5027667.499956,29574.880000
-3334418.097502,3807619.403797,5042725.589615,29634.878000
-3654697.827326,3497106.855268,5037933.363629,29694.878000
