x,y,z,t
-2509916.201459,2492576.213509,6126776.929407,-2.508000
-2823037.257921,2169083.261354,6114041.336308,57.491000
-3124764.656315,1836835.828191,6076564.375431,117.490000
-3413882.363636,1497175.931284,6014501.176557,177.490000
-3689225.371012,1151475.051779,5928105.960179,237.489000
-3949684.343275,801128.642547,5817731.000755,297.488000
-4194210.052813,447550.538266,5683825.203557,357.487000
-4421817.578672,92167.290584,5526932.299274,417.487000
-4631590.254382,-263587.548578,5347688.663599,477.486000
-4822683.350296,-618279.173232,5146820.770912,537.486000
-4994327.478135,-970477.278302,4925142.291784,597.485000
-5145831.706030,-1318761.803945,4683550.843709,657.484000
-5276586.371753,-1661728.650255,4423024.403970,717.483000
-5386065.580690,-1997995.342567,4144617.393651,777.480000
-5473829.374144,-2326206.625896,3849456.443168,837.479000
-5539525.553623,-2645039.964976,3538735.852191,897.477000
-5582891.148230,-2953210.924787,3213712.760046,957.475000
-5603753.514929,-3249478.405917,2875702.045795,1017.474000
-5602031.064611,-3532649.709677,2526070.979535,1077.473000
-5577733.609863,-3801585.409276,2166233.647652,1137.472000
-5530962.332305,-4055204.004893,1797645.175115,1197.470000
-5461909.368399,-4292486.341611,1421795.768012,1257.468000
-5370857.012948,-4512479.769545,1040204.600129,1317.468000
-5258176.539969,-4714302.025372,654413.569080,1377.465000
-5124326.641996,-4897144.814310,265980.950176,1437.465000
-4969851.491658,-5060277.072225,-123525.020509,1497.463000
-4795378.433481,-5203047.889435,-512532.599722,1557.461000
-4601615.318709,-5324889.081047,-899472.991601,1617.460000
-4389347.500425,-5425317.392905,-1282786.768213,1677.459000
-4159434.509746,-5503936.336844,-1660930.223328,1737.458000
-3912806.435245,-5560437.652620,-2032381.630391,1797.458000
-3650460.027789,-5594602.396646,-2395647.379309,1857.457000
-3373454.551577,-5606301.658915,-2749267.969672,1917.457000
-3082907.400414,-5595496.909362,-3091823.839252,1977.456000
-2779989.497887,-5562239.975407,-3421941.006560,2037.456000
-2465920.499922,-5506672.652340,-3738296.505172,2097.455000
-2141963.820232,-5429025.950044,-4039623.586673,2157.454000
-1809421.501435,-5329618.982187,-4324716.669096,2217.454000
-1469628.956909,-5208857.507373,-4592436.009782,2277.453000
-1123949.609827,-5067232.135206,-4841712.085036,2337.453000
-773769.455762,-4905316.212739,-5071549.663684,2397.452000
-420491.573595,-4723763.407989,-5281031.566419,2457.451000
-65530.606779,-4523305.006828,-5469322.106699,2517.451000
289692.766070,-4304746.938105,-5635670.211151,2577.449000
643757.354912,-4068966.539884,-5779412.217863,2637.447000
995246.961716,-3816909.078059,-5899974.349833,2697.445000
1342755.849396,-3549584.027904,-5996874.859093,2757.442000
1684894.161626,-3268061.129512,-6069725.835512,2817.440000
2020293.277935,-2973466.229476,-6118234.673666,2877.439000
2347611.087630,-2666976.922868,-6142205.191944,2937.437000
2665537.165894,-2349818.011159,-6141538.399855,2997.437000
2972797.835831,-2023256.792399,-6116232.912031,3057.435000
3268161.101294,-1688598.199673,-6066385.009688,3117.435000
3550441.436860,-1347179.802587,-5992188.351863,3177.434000
3818504.422341,-1000366.684851,-5893933.339023,3237.431000
4071271.209670,-649546.209424,-5772006.130750,3297.430000
4307722.809553,-296122.681995,-5626887.317510,3357.429000
4526904.183918,58488.075986,-5459150.244733,3417.428000
4727928.128379,412864.231714,-5269458.986293,3477.427000
4909978.927119,765583.507090,-5058565.964575,3537.425000
5072315.761334,1115228.787459,-4827309.215862,3597.425000
