x,y,z,t
4823366.625457,-4840706.613408,1831039.306117,-2.988000
4494998.177145,-5148950.081534,1827216.439350,57.011000
4148406.104523,-5436318.820598,1815966.122392,117.011000
3784998.107671,-5701651.017444,1797335.197145,177.009000
3406249.452504,-5943874.272526,1771400.405491,237.009000
3013697.004757,-6162009.855090,1738268.062511,297.007000
2608933.032640,-6355176.585998,1698073.614125,357.005000
2193598.797360,-6522594.339415,1650981.080455,417.002000
1769377.948447,-6663587.150317,1597182.385297,477.002000
1337989.743449,-6777585.909772,1536896.572221,536.999000
901182.118012,-6864130.627005,1470368.909156,596.999000
460724.641019,-6922872.241312,1397869.886150,656.997000
18401.394283,-6953573.974301,1319694.113478,716.989000
-423996.184122,-6956112.225680,1236159.129189,776.989000
-864676.460109,-6930477.022179,1147604.124375,836.988000
-1301854.739957,-6876772.038863,1054388.594227,896.987000
-1733760.393148,-6795214.196420,956890.911866,956.986000
-2158643.903813,-6686132.846358,855506.835873,1016.986000
-2574783.902304,-6549968.522904,750647.935449,1076.985000
-2980494.097690,-6387271.257854,642739.945989,1136.985000
-3374130.111519,-6198698.436726,532221.050456,1196.984000
-3754096.153268,-5985012.196422,419540.098889,1256.984000
-4118851.497478,-5747076.372482,305154.777330,1316.983000
-4466916.721328,-5485853.019051,189529.741221,1376.982000
-4796879.675516,-5202398.531140,73134.726850,1436.982000
-5107401.171408,-4897859.399229,-43557.348095,1496.980000
-5397220.375594,-4573467.619801,-160072.287825,1556.978000
-5665159.903456,-4230535.777344,-275936.521539,1616.978000
-5910130.598325,-3870451.807588,-390679.003611,1676.976000
-6131135.975648,-3494673.451461,-503833.107565,1736.976000
-6327276.306316,-3104722.414299,-614938.508669,1796.975000
-6497752.312970,-2702178.252617,-723543.047881,1856.973000
-6641868.457850,-2288672.017564,-829204.568567,1916.973000
-6759035.808260,-1865879.687038,-931492.717142,1976.971000
-6848774.472427,-1435515.416844,-1029990.699438,2036.970000
-6910715.601774,-999324.637005,-1124296.985425,2096.968000
-6944602.954692,-559077.015531,-1214026.955281,2156.967000
-6950294.013593,-116559.311285,-1298814.479603,2216.966000
-6927760.644415,326431.859243,-1378313.425940,2276.964000
-6877089.288413,768097.310917,-1452199.083519,2336.964000
-6798480.680768,1206642.599454,-1520169.498542,2396.962000
-6692249.097832,1640285.314567,-1581946.713809,2456.961000
-6558821.141539,2067262.322492,-1637277.908392,2516.960000
-6398734.073143,2485836.929175,-1685936.434821,2576.959000
-6212633.707609,2894305.940981,-1727722.752141,2636.958000
-6001271.876230,3291006.602504,-1762465.252948,2696.957000
-5765503.460928,3674323.389614,-1790020.981506,2756.955000
-5506283.002593,4042694.631086,-1810276.238873,2816.955000
-5224660.888871,4394618.926963,-1823147.070544,2876.953000
-4921779.133634,4728661.329016,-1828579.632667,2936.953000
-4598866.767952,5043459.250309,-1826550.434363,2996.951000
-4257234.867838,5337728.076319,-1817066.455376,3056.950000
-3898271.245306,5610266.456870,-1800165.139455,3116.950000
-3523434.826615,5859961.263218,-1775914.264174,3176.949000
-3134249.737464,6085792.195774,-1744411.687333,3236.948000
-2732299.112239,6286836.025312,-1705784.969399,3296.948000
-2319218.645647,6462270.446306,-1660190.871342,3356.947000
-1896689.910033,6611377.518356,-1607814.728162,3416.947000
-1466433.468452,6733546.673043,-1548869.700355,3476.946000
-1030201.818777,6828277.269240,-1483595.907741,3536.946000
-589772.205460,6895180.687860,-1412259.451667,3596.946000
