x,y,z,t,firing,detected_by_GS
3495921.393755,-10695519.649804,-7323331.717975,-5.478000,0,0
3697573.413631,-10506941.089027,-7497294.167211,54.521000,0,0
3897033.962555,-10312135.271260,-7666809.874920,114.520000,0,0
4094185.454403,-10111219.322124,-7831779.540508,174.519000,0,0
4288911.718552,-9904313.882126,-7992106.580937,234.519000,0,0
4481098.064689,-9691543.033714,-8147697.182906,294.518000,0,0
4670631.346649,-9473034.226613,-8298460.353377,354.515000,0,0
4857400.025304,-9248918.201607,-8444307.968524,414.515000,0,0
5041294.230383,-9019328.912572,-8585154.820915,474.513000,0,0
5222205.821303,-8784403.447072,-8720918.665104,534.513000,0,0
5400028.446917,-8544281.945383,-8851520.261484,594.512000,0,0
5574657.604170,-8299107.518038,-8976883.418435,654.508000,0,0
5745990.695699,-8049026.162046,-9096935.032827,714.508000,0,0
5913927.086231,-7794186.675599,-9211605.128686,774.507000,0,0
6078368.157892,-7534740.571559,-9320826.894217,834.507000,0,0
6239217.364324,-7270841.989607,-9424536.717036,894.506000,0,0
6396380.283598,-7002647.607151,-9522674.217638,954.503000,0,0
6549764.669973,-6730316.549111,-9615182.281182,1014.502000,0,0
6699280.504358,-6454010.296445,-9702007.087388,1074.502000,0,0
6844840.043583,-6173892.593665,-9783098.138752,1134.501000,0,0
6986357.868382,-5890129.355249,-9858408.286933,1194.500000,0,0
7123750.930089,-5602888.571034,-9927893.757337,1254.498000,0,0
7256938.596092,-5312340.210699,-9991514.171994,1314.497000,0,0
7385842.693895,-5018656.127240,-10049232.570509,1374.496000,0,0
7510387.553915,-4722009.959627,-10101015.429306,1434.496000,0,0
7630500.050907,-4422577.034599,-10146832.679026,1494.495000,0,0
7746109.644022,-4120534.267657,-10186657.720087,1554.491000,0,0
7857148.415552,-3816060.063363,-10220467.436532,1614.490000,0,0
7963551.108198,-3509334.214853,-10248242.207919,1674.490000,0,0
8065255.161013,-3200537.802763,-10269965.919501,1734.489000,0,0
8162200.743893,-2889853.093492,-10285625.970535,1794.489000,0,0
8254330.790634,-2577463.436910,-10295213.280754,1854.486000,0,0
8341591.030614,-2263553.163552,-10298722.295102,1914.485000,0,0
8423930.018926,-1948307.481295,-10296150.986517,1974.484000,0,0
8501299.165127,-1631912.371617,-10287500.856992,2034.483000,0,0
8573652.760466,-1314554.485450,-10272776.936759,2094.483000,0,0
8640948.003626,-996421.038682,-10251987.781636,2154.480000,0,0
8703145.025028,-677699.707353,-10225145.468640,2214.478000,0,0
8760206.909522,-358578.522578,-10192265.589640,2274.477000,0,0
8812099.717645,-39245.765254,-10153367.243303,2334.477000,0,0
8858792.505308,280110.139409,-10108473.025154,2394.476000,0,0
8900257.341922,599300.727489,-10057609.015819,2454.472000,0,0
8936469.327061,918137.602047,-10000804.767533,2514.472000,0,0
8967406.605441,1236432.538850,-9938093.288702,2574.471000,0,0
8993050.380425,1553997.592107,-9869511.026770,2634.470000,0,0
9013384.925905,1870645.200141,-9795097.849214,2694.470000,0,0
9028397.596584,2186188.290976,-9714897.022739,2754.467000,0,0
9038078.836736,2500440.387790,-9628955.190752,2814.466000,0,0
9042422.187254,2813215.714161,-9537322.348921,2874.465000,0,0
9041424.291171,3124329.299095,-9440051.819045,2934.465000,0,0
9035084.897518,3433597.081773,-9337200.221094,2994.464000,0,0
9023406.863550,3740836.015953,-9228827.443466,3054.458000,0,0
9006396.155409,4045864.174034,-9114996.611557,3114.457000,0,0
8984061.847034,4348500.850644,-8995774.054447,3174.456000,0,0
8956416.117518,4648566.665803,-8871229.269933,3234.453000,0,0
8923474.246773,4945883.667534,-8741434.887772,3294.451000,0,0
8885254.609519,5240275.433908,-8606466.631180,3354.447000,0,0
8841778.667700,5531567.174499,-8466403.276686,3414.445000,0,0
8793070.961109,5819585.831116,-8321326.612156,3474.445000,0,0
8739159.096451,6104160.177859,-8171321.393208,3534.444000,0,0
8680073.734673,6385120.920382,-8016475.297899,3594.441000,0,0
8615848.576625,6662300.794319,-7856878.879721,3654.438000,0,0
8546520.347110,6935534.662896,-7692625.519008,3714.437000,0,0
8472128.777155,7204659.613530,-7523811.372593,3774.436000,0,0
8392716.584684,7469515.053517,-7350535.321917,3834.435000,0,0
8308329.453481,7729942.804656,-7172898.919480,3894.434000,0,0
8219016.010456,7985787.196778,-6991006.333692,3954.431000,0,0
8124827.801322,8236895.160202,-6804964.292202,4014.430000,0,0
8025819.264479,8483116.316901,-6614882.023581,4074.430000,0,0
7922047.703327,8724303.070503,-6420871.197535,4134.429000,0,0
7813573.256860,8960310.694952,-6223045.863566,4194.428000,0,0
