x,y,z,t
4823366.625457,-4840706.613408,-1831039.306117,-3.124000
4494998.262329,-5148950.023475,-1827216.499500,56.875000
4148406.450688,-5436318.649088,-1815966.351850,116.875000
3784998.879127,-5701650.749771,-1797335.683654,176.874000
3406250.791078,-5943873.974745,-1771401.210484,236.873000
3013699.030115,-6162009.628590,-1738269.219307,296.872000
2608935.840306,-6355176.566591,-1698075.129678,356.870000
2193602.443544,-6522594.699691,-1650982.940365,416.869000
1769382.420736,-6663588.090118,-1597184.561958,476.867000
1337994.928221,-6777587.622638,-1536899.036660,536.866000
901187.782947,-6864133.242244,-1470371.647679,596.865000
460730.448885,-6922875.754965,-1397872.921997,656.863000
18406.953912,-6953578.193497,-1319697.531691,716.863000
-423991.239474,-6956116.749490,-1236163.099442,776.861000
-864672.388687,-6930481.276194,-1147608.915144,836.859000
-1301851.636776,-6876775.355515,-1054394.568257,896.858000
-1733758.163560,-6795215.921580,-956898.502481,956.857000
-2158642.305937,-6686132.443642,-855516.498651,1016.856000
-2574782.610254,-6549965.638685,-750660.088133,1076.855000
-2980492.783645,-6387265.738300,-642754.906615,1136.854000
-3374128.513150,-6198690.290026,-532238.988119,1196.853000
-3754094.101945,-5985001.522277,-419561.011018,1256.852000
-4118848.908520,-5747063.286372,-305178.498155,1316.851000
-4466913.554193,-5485837.595440,-189555.979103,1376.850000
-4796875.884502,-5202380.780377,-73163.120338,1436.849000
-5107396.667387,-4897839.277730,43527.169889,1496.847000
-5397215.011875,-4573445.061129,160040.654702,1556.847000
-5665153.486933,-4230510.726480,275903.691471,1616.846000
-5910122.916746,-3870424.243358,390645.155225,1676.844000
-6131126.826706,-3494643.390064,503798.352888,1736.844000
-6327265.515655,-3104689.896008,614902.918772,1796.843000
-6497739.734365,-2702143.320087,723506.682672,1856.843000
-6641853.956260,-2288634.695805,829167.503246,1916.841000
-6759019.231986,-1865839.972636,931455.060719,1976.840000
-6848755.622569,-1435473.279617,1029952.603804,2036.840000
-6910694.206054,-999280.033414,1124258.645748,2096.838000
-6944578.650214,-559029.911121,1213988.603623,2156.838000
-6950266.341098,-116509.709067,1298776.373881,2216.837000
-6927729.055735,326483.887513,1378275.836132,2276.835000
-6877053.168596,768151.594218,1452162.276905,2336.835000
-6798439.385411,1206698.842865,1520133.725699,2396.834000
-6692202.003488,1640343.087006,1581912.197088,2456.833000
-6558767.703064,2067321.062932,1637244.834257,2516.831000
-6398673.877916,2485895.974387,1685904.950727,2576.829000
-6212566.514976,2894364.572388,1727692.967706,2636.829000
-6001197.632613,3291064.103760,1762437.244388,2696.829000
-5765422.286859,3674379.102442,1789994.797969,2756.828000
-5506195.155394,4042747.996808,1810251.909594,2816.828000
-5224566.711222,4394669.505235,1823124.612328,2876.827000
-4921679.001090,4728708.792146,1828559.057810,2936.827000
-4598761.046934,5043503.358368,1826531.759246,2996.827000
-4257123.890548,5337768.642458,1817049.709593,3056.826000
-3898155.301934,5610303.312550,1800150.374596,3116.825000
-3523314.170746,5859994.229999,1775901.560767,3176.825000
-3134124.599101,6085821.065979,1744401.158378,3236.824000
-2732169.714248,6286860.550593,1705776.759463,3296.823000
-2319085.221954,6462290.332238,1660185.151247,3356.823000
-1896552.725636,6611392.424532,1607811.686294,3416.821000
-1466292.841019,6733556.220185,1548869.532181,3476.818000
-1030058.139648,6828281.055643,1483598.805001,3536.818000
-589625.955635,6895178.316118,1412265.592041,3596.818000
