x,y,z,t
3528626.315483,-3545966.303433,5002492.414968,-2.840000
3202973.806399,-3856927.139927,4992077.172114,57.158000
2864372.578026,-4152295.918937,4961427.498086,117.155000
2514193.143114,-4430880.883884,4910670.511605,177.154000
2153852.315444,-4691558.210108,4840014.515734,237.153000
1784807.527418,-4933276.494012,4749748.139632,297.151000
1408550.983247,-5155060.960325,4640239.167232,357.151000
1026603.667425,-5356017.369693,4511933.055494,417.149000
640509.229923,-5535335.609459,4365351.144523,477.148000
251827.771913,-5692292.950629,4201088.561852,537.146000
-137870.441018,-5826256.954309,4019811.824636,597.145000
-527011.308034,-5936688.012373,3822256.146996,657.144000
-914023.232755,-6023141.510551,3609222.464643,717.142000
-1297343.442817,-6085269.607272,3381574.193812,777.141000
-1675424.262774,-6122822.627059,3140233.744447,837.139000
-2046739.320245,-6135650.071053,2886178.807232,897.137000
-2409789.671182,-6123701.247595,2620438.430357,957.136000
-2763109.833211,-6087025.522288,2344088.896413,1017.134000
-3105273.714128,-6025772.181034,2058249.405136,1077.134000
-3434900.415982,-5940189.893831,1764077.566242,1137.132000
-3750659.885771,-5830625.764743,1462764.709846,1197.132000
-4051278.375308,-5697523.956344,1155531.029228,1257.131000
-4335543.668639,-5541423.885093,843620.579821,1317.130000
-4602310.037611,-5362957.995248,528296.166061,1377.130000
-4850502.894324,-5162849.129639,210834.151570,1437.128000
-5079123.120483,-4941907.522545,-107480.773108,1497.127000
-5287251.064220,-4701027.441216,-425360.836420,1557.127000
-5474050.201377,-4441183.498993,-741520.423662,1617.126000
-5638770.458498,-4163426.656326,-1054681.290953,1677.125000
-5780751.190903,-3868879.921512,-1363577.741644,1737.123000
-5899423.802844,-3558733.760052,-1666961.750809,1797.122000
-5994313.990049,-3234241.224439,-1963608.017813,1857.122000
-6065043.586551,-2896712.824404,-2252318.922600,1917.121000
-6111332.003803,-2547511.162481,-2531929.361430,1977.120000
-6132997.248555,-2188045.367540,-2801311.429760,2037.117000
-6129956.528020,-1819765.357613,-3059378.934913,2097.115000
-6102226.446518,-1444155.965368,-3305091.715461,2157.114000
-6049922.806192,-1062730.952922,-3537459.754657,2217.113000
-5973260.022445,-677026.937202,-3755547.078413,2277.111000
-5872550.161412,-288597.246831,-3958475.427632,2337.109000
-5748201.604327,100994.270144,-4145427.695809,2397.109000
-5600717.342331,490179.465907,-4315651.121521,2457.109000
-5430692.906674,877392.115650,-4468460.225132,2517.106000
-5238813.942441,1261074.117867,-4603239.479786,2577.106000
-5025853.437649,1639681.647124,-4719445.708360,2637.104000
-4792668.622286,2011691.236613,-4816610.199811,2697.102000
-4540197.552904,2375605.770848,-4894340.539628,2757.102000
-4269455.397842,2729960.371217,-4952322.149570,2817.099000
-3981530.436976,3073328.157961,-4990319.531812,2877.098000
-3677579.788971,3404325.871359,-5008177.212639,2937.096000
-3358824.879176,3721619.333351,-5005820.381522,2997.095000
-3026546.662272,4023928.729578,-4983255.222949,3057.095000
-2682080.615269,4310033.691716,-4940568.940421,3117.094000
-2326811.517519,4578778.161231,-4877929.473837,3177.094000
-1962168.034821,4829075.017626,-4795584.912327,3237.093000
-1589617.124534,5059910.456010,-4693862.604338,3297.092000
-1210658.278428,5270348.099503,-4573167.965680,3357.092000
-826817.620443,5459532.831511,-4433982.985268,3417.091000
-439641.877956,5626694.331563,-4276864.428261,3477.091000
-50692.247137,5771150.297421,-4102441.737832,3537.090000
338461.824900,5892309.336003,-3911414.639589,3597.090000
