x,y,z,t,firing,detected_by_GS
-151584.894483,9219367.380889,9593258.143160,10712.725000,0,1
-4891701.039748,7037698.136289,10182939.609555,11672.725000,0,1
151418.559750,9308996.889520,9508030.580528,10652.725000,0,1
-4590906.461309,7232445.519415,10177480.124784,11612.725000,0,1
447479.367398,9385223.040499,9434020.919199,10592.725000,0,1
-4299033.560123,7409033.384559,10173249.187048,11552.725000,0,1
762223.250051,9477182.854643,9307379.098368,10532.725000,0,1
-4031593.783783,7550674.618031,10187547.282179,11492.725000,0,1
1049720.550009,9532847.655841,9245319.518969,10472.725000,0,1
-3746779.423846,7704686.922504,10182913.114902,11432.725000,0,1
1364088.868691,9614240.006289,9102703.938511,10412.725000,0,1
-3472553.375358,7839964.557482,10186624.436852,11372.725000,0,1
1663516.365267,9673547.330351,8994087.485632,10352.725000,0,1
-3165628.607743,8004017.400376,10151049.764872,11312.725000,0,1
-7501037.813429,5113578.932314,9735084.025712,12272.725000,0,1
1960489.172740,9725201.816349,8885639.637410,10292.725000,0,1
-2861202.505362,8158317.505273,10112449.915559,11252.725000,0,1
-7257740.863773,5318270.293017,9809136.080303,12212.725000,0,1
2262334.193878,9778118.029730,8752113.749741,10232.725000,0,1
-2563711.025995,8298148.013502,10077753.941203,11192.725000,0,1
-6998397.698707,5553943.492160,9863313.832899,12152.725000,0,1
2548936.304999,9808272.997574,8663977.428660,10172.725000,0,1
-2282017.600201,8414008.284794,10061636.227201,11132.725000,0,1
-6749993.768447,5742954.839733,9928332.954587,12092.725000,0,1
2868710.931398,9875125.873462,8437365.596659,10112.725000,0,1
-1969423.320304,8556921.590940,9997408.467061,11072.725000,0,1
-6486253.728319,5951997.316617,9978336.813325,12032.725000,0,1
3149301.494052,9889491.451671,8354594.046306,10052.725000,0,1
-1669504.337457,8679511.714611,9947101.651695,11012.725000,0,1
-6238361.268509,6127893.929799,10032344.786757,11972.725000,0,1
3440028.097636,9912786.706376,8219312.499895,9992.725000,0,1
-1365997.315504,8799643.180662,9886448.809924,10952.725000,0,1
-5964805.977803,6332212.695645,10068420.793857,11912.725000,0,1
3742495.881791,9948294.137187,8011335.577889,9932.725000,0,1
-1063693.566803,8912195.035177,9823126.510844,10892.725000,0,1
-5715528.917601,6496328.114379,10113713.035051,11852.725000,0,1
4021844.116787,9950048.798122,7903017.847885,9872.725000,0,1
-755745.103981,9024853.923904,9744128.029132,10832.725000,0,1
-5435075.039154,6692023.440769,10137288.142409,11792.725000,0,1
-451889.704117,9127017.865091,9667485.848163,10772.725000,0,1
-5159480.948597,6873308.606282,10159224.357887,11732.725000,0,1
