x,y,z,t,firing,detected_by_GS
9637039.532089,-7575894.305873,-5448965.833367,12893.423000,0,0
9702959.882575,-7335507.616871,-5660058.970112,12953.420000,0,0
9763114.461729,-7090761.948208,-5867786.283170,13013.419000,0,0
9817469.348713,-6841804.060467,-6072025.342400,13073.418000,0,0
9865994.061814,-6588783.105006,-6272655.851367,13133.418000,0,0
9908661.571626,-6331850.534339,-6469559.714365,13193.417000,0,0
9945448.312241,-6071160.011468,-6662621.102009,13253.415000,0,0
9976334.190558,-5806867.318279,-6851726.515426,13313.414000,0,0
10001302.593498,-5539130.262908,-7036764.848904,13373.413000,0,0
10020340.393358,-5268108.586292,-7217627.451091,13433.412000,0,0
10033437.951178,-4993963.867860,-7394208.184656,13493.411000,0,0
10040589.118145,-4716859.430437,-7566403.484382,13553.406000,0,0
10041791.235164,-4436960.244477,-7734112.413770,13613.405000,0,0
10037045.130377,-4154432.831548,-7897236.719953,13673.404000,0,0
10026355.114884,-3869445.167256,-8055680.887090,13733.404000,0,0
10009728.976516,-3582166.583581,-8209352.188094,13793.403000,0,0
9987177.971721,-3292767.670688,-8358160.734720,13853.400000,0,0
9958716.815667,-3001420.178313,-8502019.526059,13913.400000,0,0
9924363.670369,-2708296.916682,-8640844.495257,13973.399000,0,0
9884140.131076,-2413571.657107,-8774554.554646,14033.399000,0,0
9838071.210794,-2117419.032247,-8903071.639120,14093.398000,0,0
9786185.322987,-1820014.436109,-9026320.747801,14153.395000,0,0
9728514.262579,-1521533.923850,-9144229.984050,14213.393000,0,0
9665093.185056,-1222154.111375,-9256730.593639,14273.392000,0,0
9595960.583907,-922052.074846,-9363757.001262,14333.391000,0,0
9521158.266288,-621405.250099,-9465246.845245,14393.391000,0,0
