x,y,z,t,firing,detected_by_GS
12308565.064345,4853929.660296,1753830.322205,8792.725000,0,1
5528223.480092,8752955.667076,8378508.313856,10712.725000,0,1
-4533601.536712,7495697.287475,10021001.831842,12632.725000,0,1
9870870.340707,7239400.772910,5300202.402287,9692.725000,0,1
849443.036228,8835018.912257,9916511.077365,11612.725000,0,1
12525852.846046,4475378.316604,1301601.204573,8672.725000,0,1
6094865.198629,8653792.238570,8088426.596292,10592.725000,0,1
-3922416.489148,7729710.117552,10100672.335590,12512.725000,0,1
10284903.069235,6971275.702396,4846251.153345,9572.725000,0,1
1500838.253206,8902383.283386,9782265.293893,11492.725000,0,1
-8172007.643415,5536690.283269,8923461.025873,13412.725000,0,1
12687321.970424,4092448.233679,758228.368375,8552.725000,0,1
6664764.020709,8528655.970983,7766377.529311,10472.725000,0,1
-3304051.808491,7938961.502191,10156941.890930,12392.725000,0,1
10670218.168358,6686289.591903,4430328.290208,9452.725000,0,1
2138050.171780,8938430.393048,9630277.493742,11372.725000,0,1
-7656911.483650,5903168.706283,9153951.455541,13292.725000,0,1
7193260.085835,8387766.129393,7454648.024134,10352.725000,0,1
-2677664.685828,8129951.700734,10188489.086724,12272.725000,0,1
11032002.099727,6385535.965065,3947509.351361,9332.725000,0,1
2762745.258340,8947587.758085,9460915.882069,11252.725000,0,1
-7121528.916276,6252668.551979,9361803.696626,13172.725000,0,1
7753061.443680,8217789.100472,7056726.020694,10232.725000,0,1
-2030419.290778,8327468.698516,10188103.935784,12152.725000,0,1
11366647.926887,6069072.339682,3483363.715949,9212.725000,0,1
3400159.910982,8950064.464856,9252331.832755,11132.725000,0,1
-6577693.214726,6522238.264044,9553010.533490,13052.725000,0,1
8239945.735154,8036948.990599,6730577.202070,10112.725000,0,1
-1405556.043609,8456640.118076,10176545.734698,12032.725000,0,1
11677431.712268,5736961.670262,3035863.683480,9092.725000,0,1
4016209.751934,8932045.411871,9022371.759889,11012.725000,0,1
-6007044.063725,6843948.159324,9714031.520631,12932.725000,0,1
8745463.431898,7830644.647810,6309648.057692,9992.725000,0,1
-745234.578461,8614687.711984,10124002.571619,11912.725000,0,1
11955409.282036,5392460.273315,2538952.628588,8972.725000,0,1
4605032.705524,8885273.162994,8787100.448739,10892.725000,0,1
-5433336.876595,7092882.196914,9858115.861809,12812.725000,0,1
9212903.007313,7607894.513944,5910928.942216,9872.725000,0,1
-110785.776355,8713007.532954,10060958.219011,11792.725000,0,1
12200414.383843,5035963.754121,2023326.126454,8852.725000,0,1
5235549.439447,8795093.595790,8519970.924597,10772.725000,0,1
-4835704.815818,7369706.048898,9972300.270947,12692.725000,0,1
9654102.966623,7367087.084676,5521190.106649,9752.725000,0,1
555486.015712,8825817.781667,9956468.430483,11672.725000,0,1
12421187.552145,4665983.015925,1530780.451582,8732.725000,0,1
5819596.895820,8704535.387056,8231250.625297,10652.725000,0,1
-4233276.229113,7603486.250608,10065923.036877,12572.725000,0,1
10079205.906409,7107566.925609,5090875.206957,9632.725000,0,1
1180181.316766,8875879.753739,9849739.968366,11552.725000,0,1
-8420903.409030,5363881.698476,8798857.713067,13472.725000,0,1
12600949.681035,4287529.462694,998787.161681,8612.725000,0,1
6386308.167225,8592761.468373,7926211.269220,10532.725000,0,1
-3606976.109621,7854959.233152,10128223.223123,12452.725000,0,1
10481243.170552,6830976.810931,4623587.810183,9512.725000,0,1
1827646.516274,8929102.768093,9704381.878354,11432.725000,0,1
-7918481.587820,5702368.181687,9042943.402170,13352.725000,0,1
12767064.966299,3894671.086800,518873.626332,8492.725000,0,1
6929019.314466,8461281.652324,7613874.313038,10412.725000,0,1
-2994061.722078,8031762.255650,10176952.501045,12332.725000,0,1
10854800.812712,6538228.187970,4160695.510565,9392.725000,0,1
2460719.225471,8952753.962047,9541299.168573,11312.725000,0,1
-7392240.384506,6074848.780016,9261187.822768,13232.725000,0,1
7477633.248222,8304766.238646,7257455.019676,10292.725000,0,1
-2359579.106927,8222875.443639,10193796.655629,12212.725000,0,1
11203401.662923,6228858.594092,3730816.575369,9272.725000,0,1
3091950.690520,8958680.654342,9351517.124281,11192.725000,0,1
-6855785.051258,6358670.146213,9463147.699067,13112.725000,0,1
7989898.386506,8131330.450708,6910117.172220,10172.725000,0,1
-1727062.839303,8379568.368894,10189686.560635,12092.725000,0,1
11524577.254536,5905051.180843,3254852.718648,9152.725000,0,1
3713865.783739,8946181.971465,9136341.058363,11072.725000,0,1
-6292781.788996,6694800.330313,9635477.751717,12992.725000,0,1
8498668.363987,7935650.552099,6516246.688612,10052.725000,0,1
-1082123.474229,8529839.136810,10156658.589558,11972.725000,0,1
11814982.573644,5567794.201996,2754545.403123,9032.725000,0,1
4327733.355983,8890014.045500,8918864.055396,10952.725000,0,1
-5722719.069052,6965765.054688,9789541.868999,12872.725000,0,1
8974434.024909,7722598.761137,6135260.714198,9932.725000,0,1
-438086.017395,8653432.231267,10100697.658794,11852.725000,0,1
12074215.313054,5217712.805426,2244163.238128,8912.725000,0,1
4917510.127474,8841955.649444,8660958.698691,10832.725000,0,1
-5126881.763878,7268062.427537,9913312.786156,12752.725000,0,1
9436650.849084,7489749.585566,5714384.450323,9812.725000,0,1
203388.670235,8751916.996133,10022129.618249,11732.725000,0,1
