x,y,z,t,firing
-2379046.135179,8722741.012492,9370029.208691,26745.065000,0
-2651194.408342,8562377.730007,9463188.045879,26805.060000,0
-2921625.987202,8396469.830741,9550214.261309,26865.059000,0
-3190171.579591,8225141.499127,9631070.532652,26925.056000,0
-3456664.085068,8048519.485660,9705723.553724,26985.055000,0
-3720938.662533,7866733.002923,9774144.003355,27045.053000,0
-3982832.794682,7679913.622932,9836306.512741,27105.050000,0
-4242186.349434,7488195.175875,9892189.631396,27165.050000,0
-4498841.638392,7291713.650269,9941775.791840,27225.045000,0
-4752643.472474,7090607.094594,9985051.273128,27285.044000,0
-5003439.214785,6885015.520412,10022006.163326,27345.040000,0
-5251078.830849,6675080.807019,10052634.321064,27405.037000,0
-5495414.936299,6460946.607635,10076933.336240,27465.037000,0
-5736302.842121,6242758.257141,10094904.489992,27525.033000,0
-5973600.597562,6020662.681392,10106552.714011,27585.033000,0
-6207169.030794,5794808.308080,10111886.549307,27645.030000,0
-6436871.787441,5565344.979167,10110918.104480,27705.027000,0
-6662575.367058,5332423.864864,10103663.013597,27765.026000,0
-6884149.157678,5096197.379162,10090140.393731,27825.023000,0
-7101465.468495,4856819.096875,10070372.802239,27885.023000,0
-7314399.560808,4614443.672203,10044386.193840,27945.020000,0
-7522829.677289,4369226.758767,10012209.877541,28005.017000,0
-7726637.069696,4121324.931103,9973876.473481,28065.017000,0
-7925706.025087,3870895.607579,9929421.869726,28125.014000,0
-8119923.890652,3618096.974713,9878885.179076,28185.014000,0
-8309181.097222,3363087.912831,9822308.695908,28245.010000,0
-8493371.181555,3106027.923063,9759737.853101,28305.008000,0
-8672390.807470,2847077.055600,9691221.179078,28365.007000,0
-8846139.785900,2586395.839200,9616810.254983,28425.004000,0
-9014521.093953,2324145.211874,9536559.672029,28485.003000,0
-9177440.893039,2060486.452725,9450526.989030,28545.000000,0
-9334808.546139,1795581.114883,9358772.690138,28604.996000,0
-9486536.634275,1529590.959484,9261360.142805,28664.996000,0
-9632540.972260,1262677.890650,9158355.555959,28724.993000,0
-9772740.623763,995003.891421,9049827.938437,28784.992000,0
-9907057.915769,726730.960570,8935849.057637,28844.990000,0
-10035418.452482,458021.050269,8816493.398434,28904.987000,0
-10157751.128718,189036.004541,8691838.122317,28964.986000,0
-10273988.142835,-80062.501559,8561963.026772,29024.984000,0
-10384065.009266,-349113.022079,8426950.504890,29084.983000,0
-10487920.570664,-617954.399681,8286885.505191,29144.979000,0
-10585497.009734,-886425.824591,8141855.491655,29204.976000,0
-10676739.860766,-1154366.893023,7991950.403939,29264.975000,0
-10761598.020909,-1421617.665157,7837262.617766,29324.972000,0
-10840023.761228,-1688018.722701,7677886.905468,29384.971000,0
-10911972.737549,-1953411.226120,7513920.396649,29444.968000,0
-10977404.001146,-2217636.971555,7345462.538963,29504.966000,0
-11036280.009266,-2480538.447516,7172615.058954,29564.965000,0
-11088566.635533,-2741958.891378,6995481.922956,29624.961000,0
-11134233.180230,-3001742.345752,6814169.298001,29684.960000,0
-11173252.380486,-3259733.714773,6628785.512712,29744.957000,0
-11205600.420368,-3515778.820356,6439441.018146,29804.955000,0
-11231256.940893,-3769724.458482,6246248.348541,29864.954000,0
-11250205.049958,-4021418.455546,6049322.081946,29924.951000,0
-11262431.332200,-4270709.724835,5848778.800673,29984.950000,0
-11267925.858767,-4517448.323170,5644737.051545,30044.947000,0
