name_sat,x,y,z,t,firing,detected_by_GS,nom_station
Sat_real_1,0.000000,6321479.405889,-4105216.726426,0.554000,0,false,
Sat_real_1,-434986.283876,6310897.071072,-4098328.446048,60.554000,0,false,
Sat_real_1,-868516.117515,6279184.836539,-4077686.289191,120.554000,0,false,
Sat_real_1,-1299137.690991,6226446.903909,-4043358.244248,180.554000,0,false,
Sat_real_1,-1725408.394381,6152856.606796,-3995457.409125,240.554000,0,false,
Sat_real_1,-2145899.388044,6058655.904122,-3934141.658218,300.554000,0,false,
Sat_real_1,-2559200.137796,5944154.664155,-3859613.171806,360.554000,0,false,
Sat_real_1,-2963922.919106,5809729.803563,-3772117.869936,420.554000,0,false,
Sat_real_1,-3358707.245822,5655824.149912,-3671944.666027,480.554000,0,false,
Sat_real_1,-3742224.254747,5482945.173559,-3559424.635349,540.554000,0,false,
Sat_real_1,-4113181.004465,5291663.494190,-3434930.037308,600.554000,0,false,
Sat_real_1,-4470324.686546,5082611.188632,-3298873.208990,660.554000,0,false,
Sat_real_1,-4812446.776077,4856479.953512,-3151705.365139,720.554000,0,false,
Sat_real_1,-5138387.024916,4614019.003707,-2993915.226321,780.554000,0,false,
Sat_real_1,-5447037.379720,4356032.836437,-2826027.559900,840.554000,0,false,
Sat_real_1,-5737345.742106,4083378.779434,-2648601.579897,900.554000,0,false,
Sat_real_1,-6008319.576182,3796964.352299,-2462229.224254,960.554000,0,false,
Sat_real_1,-6259029.387315,3497744.474416,-2267533.330671,1020.554000,0,false,
Sat_real_1,-6488611.972528,3186718.466681,-2065165.676570,1080.554000,0,false,
Sat_real_1,-6696273.517562,2864926.913928,-1855804.926501,1140.554000,0,false,
Sat_real_1,-6881292.447804,2533448.353650,-1640154.465048,1200.554000,0,false,
Sat_real_1,-7043022.106179,2193395.836843,-1418940.145243,1260.554000,0,false,
Sat_real_1,-7180893.194041,1845913.349014,-1192907.945430,1320.554000,0,false,
Sat_real_1,-7294415.943220,1492172.089530,-962821.534119,1380.554000,0,false,
Sat_real_1,-7383182.097139,1133366.650324,-729459.769815,1440.554000,0,false,
Sat_real_1,-7446866.579631,770711.072126,-493614.122148,1500.554000,0,false,
Sat_real_1,-7485228.950297,405434.807208,-256086.033368,1560.554000,0,false,
Sat_real_1,-7498114.570290,38778.592781,-17684.222828,1620.554000,0,false,
Sat_real_1,-7485455.440939,-328009.755671,220778.059867,1680.554000,0,false,
Sat_real_1,-7447270.804757,-693679.608019,458485.818206,1740.554000,0,false,
Sat_real_1,-7383667.379648,-1056981.824728,694625.119054,1800.554000,0,false,
Sat_real_1,-7294839.334587,-1416673.095476,928385.924969,1860.554000,0,false,
Sat_real_1,-7181067.937157,-1771520.284333,1158964.931175,1920.554000,0,false,
Sat_real_1,-7042720.844305,-2120304.761548,1385568.394132,1980.554000,0,false,
Sat_real_1,-6880251.135687,-2461826.721087,1607414.951211,2040.554000,0,false,
Sat_real_1,-6694195.970743,-2794909.438754,1823738.401443,2100.554000,0,false,
Sat_real_1,-6485174.982377,-3118403.490712,2033790.460143,2160.554000,0,false,
Sat_real_1,-6253888.347116,-3431190.890626,2236843.459628,2220.554000,0,false,
Sat_real_1,-6001114.509510,-3732189.119291,2432192.978692,2280.554000,0,false,
Sat_real_1,-5727707.661064,-4020355.069153,2619160.415411,2340.554000,0,false,
Sat_real_1,-5434594.872369,-4294688.829454,2797095.454790,2400.554000,0,false,
Sat_real_1,-5122772.984859,-4554237.357431,2965378.461014,2460.554000,0,false,
Sat_real_1,-4793305.221250,-4798097.979770,3123422.758184,2520.554000,0,false,
Sat_real_1,-4447317.505720,-5025421.694605,3270676.780506,2580.554000,0,false,
Sat_real_1,-4085994.586582,-5235416.322233,3406626.123510,2640.554000,0,false,
Sat_real_1,-3710575.887929,-5427349.410731,3530795.435263,2700.554000,0,false,
Sat_real_1,-3322351.179933,-5600550.969242,3642750.195193,2760.554000,0,false,
Sat_real_1,-2922656.043244,-5754415.966512,3742098.339654,2820.554000,0,false,
Sat_real_1,-2512867.125519,-5888406.563827,3828491.713851,2880.554000,0,false,
Sat_real_1,-2094397.263277,-6002054.146604,3901627.391991,2940.554000,0,false,
Sat_real_1,-1668690.435227,-6094961.065122,3961248.807004,3000.554000,0,false,
Sat_real_1,-1237216.597928,-6166802.130768,4007146.719898,3060.554000,0,false,
Sat_real_1,-801466.414345,-6217325.839540,4039160.010257,3120.554000,0,false,
Sat_real_1,-362945.895009,-6246355.283594,4057176.262357,3180.554000,0,false,
Sat_real_1,76829.011332,-6253788.832398,4061132.200070,3240.554000,0,false,
Sat_real_1,516337.865033,-6239600.507239,4051013.920980,3300.554000,0,false,
Sat_real_1,954061.201176,-6203840.049208,4026856.929897,3360.554000,0,false,
Sat_real_1,1388485.984195,-6146632.754242,3988746.019728,3420.554000,0,false,
Sat_real_1,1818111.032853,-6068178.972441,3936814.932826,3480.554000,0,false,
Sat_real_1,2241452.408304,-5968753.385652,3871245.877068,3540.554000,0,false,
Sat_real_1,2657048.730773,-5848703.984976,3792268.845660,3600.554000,0,false,
Sat_real_1,3063466.405539,-5708450.749776,3700160.741758,3660.554000,0,false,
Sat_real_1,3459304.752265,-5548484.104980,3595244.358018,3720.554000,0,false,
Sat_real_1,3843200.981564,-5369363.061863,3477887.149591,3780.554000,0,false,
Sat_real_1,4213835.045819,-5171713.153931,3348499.873363,3840.554000,0,false,
Sat_real_1,4569934.303199,-4956224.106282,3207535.053706,3900.554000,0,false,
Sat_real_1,4910277.977900,-4723647.249461,3055485.282188,3960.554000,0,false,
Sat_real_1,5233701.439344,-4474792.755782,2892881.402128,4020.554000,0,false,
Sat_real_1,5539100.221574,-4210526.622630,2720290.529048,4080.554000,0,false,
Sat_real_1,5825433.850351,-3931767.505415,2538313.973837,4140.554000,0,false,
Sat_real_1,6091729.404734,-3639483.351256,2347585.036678,4200.554000,0,false,
Sat_real_1,6337084.802426,-3334687.844217,2148766.678600,4260.554000,0,false,
Sat_real_1,6560671.855163,-3018436.729560,1942549.114310,4320.554000,0,false,
Sat_real_1,6761738.991083,-2691823.960973,1729647.289790,4380.554000,0,false,
Sat_real_1,6939613.738414,-2355977.751290,1510798.296656,4440.554000,0,false,
Sat_real_1,7093704.880933,-2012056.501318,1286758.707014,4500.554000,0,false,
Sat_real_1,7223504.277443,-1661244.623773,1058301.839982,4560.554000,0,false,
Sat_real_1,7328588.413050,-1304748.318384,826214.996363,4620.554000,0,false,
Sat_real_1,7408619.571091,-943791.272253,591296.645275,4680.554000,0,false,
Sat_real_1,7463346.745944,-579610.343340,354353.600321,4740.554000,0,false,
Sat_real_1,7492606.211011,-213451.220917,116198.181913,4800.554000,0,false,
Sat_real_1,7496321.745215,153435.922093,-122354.624367,4860.554000,0,false,
Sat_real_1,7474504.602330,519800.749285,-360489.990247,4920.554000,0,false,
Sat_real_1,7427253.111057,884397.057119,-597396.050187,4980.554000,0,false,
Sat_real_1,7354752.037210,1245987.023208,-832266.674291,5040.554000,0,false,
Sat_real_1,7257271.623505,1603345.393387,-1064304.200079,5100.554000,0,false,
Sat_real_1,7135166.313662,1955263.594123,-1292722.114489,5160.554000,0,false,
Sat_real_1,6988873.252033,2300553.756120,-1516747.677206,5220.554000,0,false,
Sat_real_1,6818910.454072,2638052.626795,-1735624.470483,5280.554000,0,false,
Sat_real_1,6625874.779459,2966625.378712,-1948614.880504,5340.554000,0,false,
Sat_real_1,6410439.636250,3285169.285204,-2155002.491151,5400.554000,0,false,
Sat_real_1,6173352.427717,3592617.255219,-2354094.384887,5460.554000,0,false,
Sat_real_1,5915431.830355,3887941.237696,-2545223.357681,5520.554000,0,false,
Sat_real_1,5637564.811044,4170155.453665,-2727750.020324,5580.554000,0,false,
Sat_real_1,5340703.500363,4438319.495478,-2901064.812113,5640.554000,0,false,
Sat_real_1,5025861.861026,4691541.249400,-3064589.898247,5700.554000,0,false,
Sat_real_1,4694112.161788,4928979.635520,-3217780.947115,5760.554000,0,false,
Sat_real_1,4346581.333918,5149847.194061,-3360128.806723,5820.554000,0,false,
Sat_real_1,3984447.139115,5353412.455761,-3491161.039493,5880.554000,0,false,
Sat_real_1,3608934.243588,5539002.158901,-3610443.356615,5940.554000,0,false,
Sat_real_1,3221310.158747,5706003.258788,-3717580.916413,6000.554000,0,false,
Sat_real_1,2822881.060712,5853864.727949,-3812219.485544,6060.554000,0,false,
Sat_real_1,2414987.548658,5982099.193744,-3894046.493545,6120.554000,0,false,
Sat_real_1,1999000.295182,6090284.340382,-3962791.932816,6180.554000,0,false,
Sat_real_1,1576315.652171,6178064.157582,-4018229.157668,6240.554000,0,false,
Sat_real_1,1148351.189211,6245149.974787,-4060175.542486,6300.554000,0,false,
Sat_real_1,716541.172698,6291321.279735,-4088492.998270,6360.554000,0,false,
Sat_real_1,282332.023088,6316426.376788,-4103088.383839,6420.554000,0,false,
Sat_real_1,-152822.268118,6320382.801412,-4103913.757401,6480.554000,0,false,
Sat_real_1,-587464.732816,6303177.579440,-4090966.526515,6540.554000,0,false,
Sat_real_1,-1020140.028894,6264867.266150,-4064289.454403,6600.554000,0,false,
Sat_real_1,-1449399.041304,6205577.764533,-4023970.522452,6660.554000,0,false,
Sat_real_1,-1873803.466720,6125503.982880,-3970142.688189,6720.554000,0,false,
Sat_real_1,-2291930.368028,6024909.248104,-3902983.484271,6780.554000,0,false,
Sat_real_1,-2702376.704273,5904124.565062,-3822714.517228,6840.554000,0,false,
Sat_real_1,-3103763.810668,5763547.659196,-3729600.824858,6900.554000,0,false,
Sat_real_1,-3494741.819493,5603641.801487,-3623950.091330,6960.554000,0,false,
Sat_real_1,-3873994.028598,5424934.473481,-3506111.757362,7020.554000,0,false,
Sat_real_1,-4240241.170204,5228015.793447,-3376475.974004,7080.554000,0,false,
Sat_real_1,-4592245.616345,5013536.785222,-3235472.452778,7140.554000,0,false,
Sat_real_1,-4928815.467310,4782207.436198,-3083569.177667,7200.554000,0,false,
Sat_real_1,-5248808.509810,4534794.546592,-2921270.980651,7260.554000,0,false,
Sat_real_1,-5551136.071057,4272119.424830,-2749118.016587,7320.554000,0,false,
Sat_real_1,-5834766.693394,3995055.367276,-2567684.098067,7380.554000,0,false,
Sat_real_1,-6098729.696941,3704524.995374,-2377574.937881,7440.554000,0,false,
Sat_real_1,-6342118.549665,3401497.401548,-2179426.268135,7500.554000,0,false,
Sat_real_1,-6564094.068872,3086985.131593,-1973901.854192,7560.554000,0,false,
Sat_real_1,-6763887.447190,2762041.011988,-1761691.408948,7620.554000,0,false,
Sat_real_1,-6940803.046439,2427754.804548,-1543508.396110,7680.554000,0,false,
Sat_real_1,-7094221.050296,2085249.736054,-1320087.752948,7740.554000,0,false,
Sat_real_1,-7223599.812892,1735678.854386,-1092183.501098,7800.554000,0,false,
Sat_real_1,-7328478.005032,1380221.263238,-860566.278670,7860.554000,0,false,
Sat_real_1,-7408476.499320,1020078.232657,-626020.791731,7920.554000,0,false,
Sat_real_1,-7463299.944455,656469.195174,-389343.191694,7980.554000,0,false,
Sat_real_1,-7492738.132701,290627.658325,-151338.397876,8040.554000,0,false,
Sat_real_1,-7496666.993029,-76202.966106,87182.633237,8100.554000,0,false,
Sat_real_1,-7475049.333049,-442773.588527,325405.674582,8160.554000,0,false,
Sat_real_1,-7427935.281091,-807833.711709,562516.022476,8220.554000,0,false,
Sat_real_1,-7355462.387951,-1170135.728311,797701.306606,8280.554000,0,false,
Sat_real_1,-7257855.509483,-1528439.243471,1030154.314781,8340.554000,0,false,
Sat_real_1,-7135426.297210,-1881515.391787,1259075.811289,8400.554000,0,false,
Sat_real_1,-6988572.428171,-2228151.152154,1483677.351617,8460.554000,0,false,
Sat_real_1,-6817776.521341,-2567153.639219,1703184.079373,8520.554000,0,false,
Sat_real_1,-6623604.701210,-2897354.340937,1916837.485512,8580.554000,0,false,
Sat_real_1,-6406704.921369,-3217613.328630,2123898.147688,8640.554000,0,false,
Sat_real_1,-6167804.893018,-3526823.354121,2323648.393701,8700.554000,0,false,
Sat_real_1,-5907709.746522,-3823913.868304,2515394.912164,8760.554000,0,false,
Sat_real_1,-5627299.389454,-4107854.921613,2698471.284677,8820.554000,0,false,
Sat_real_1,-5327525.539942,-4377660.907730,2872240.414214,8880.554000,0,false,
Sat_real_1,-5009408.545991,-4632394.202570,3036096.884350,8940.554000,0,false,
Sat_real_1,-4674033.869215,-4871168.586264,3189469.175208,9000.554000,0,false,
Sat_real_1,-4322548.351049,-5093152.513953,3331821.779641,9060.554000,0,false,
Sat_real_1,-3956156.237223,-5297572.193002,3462657.191618,9120.554000,0,false,
Sat_real_1,-3576114.950743,-5483714.425087,3581517.739509,9180.554000,0,false,
Sat_real_1,-3183730.702265,-5650929.292841,3687987.316489,9240.554000,0,false,
Sat_real_1,-2780353.856030,-5798632.548504,3781692.914625,9300.554000,0,false,
Sat_real_1,-2367374.145691,-5926307.798354,3862306.024156,9360.554000,0,false,
Sat_real_1,-1946215.730873,-6033508.429018,3929543.862816,9420.554000,0,false,
Sat_real_1,-1518332.113677,-6119859.270391,3983170.431978,9480.554000,0,false,
Sat_real_1,-1085200.944646,-6185058.001079,4022997.403636,9540.554000,0,false,
Sat_real_1,-648318.732601,-6228876.279572,4048884.827579,9600.554000,0,false,
Sat_real_1,-209195.475043,-6251160.574348,4060741.641528,9660.554000,0,false,
Sat_real_1,230650.752967,-6251832.792019,4058526.049173,9720.554000,0,false,
Sat_real_1,669699.258748,-6230890.529791,4042245.652992,9780.554000,0,false,
Sat_real_1,1106432.197621,-6188407.108822,4011957.444156,9840.554000,0,false,
Sat_real_1,1539340.031682,-6124531.302834,3967767.593798,9900.554000,0,false,
Sat_real_1,1966926.953025,-6039486.755507,3909831.041390,9960.554000,0,false,
Sat_real_1,2387716.266081,-5933571.190496,3838350.947862,10020.554000,0,false,
Sat_real_1,2800255.673128,-5807155.249446,3753577.906046,10080.554000,0,false,
Sat_real_1,3203122.474576,-5660681.120590,3655809.014164,10140.554000,0,false,
Sat_real_1,3594928.643458,-5494660.883355,3545386.763647,10200.554000,0,false,
Sat_real_1,3974325.748291,-5309674.571481,3422697.742960,10260.554000,0,false,
Sat_real_1,4340009.755299,-5106368.059455,3288171.225238,10320.554000,0,false,
Sat_real_1,4690725.608871,-4885450.622323,3142277.543063,10380.554000,0,false,
Sat_real_1,5025271.654083,-4647692.323698,2985526.350851,10440.554000,0,false,
Sat_real_1,5342503.838951,-4393921.165536,2818464.732460,10500.554000,0,false,
Sat_real_1,5641339.669573,-4125020.007959,2641675.160105,10560.554000,0,false,
Sat_real_1,5920761.980665,-3841923.350167,2455773.363900,10620.554000,0,false,
Sat_real_1,6179822.371260,-3545613.859232,2261406.039825,10680.554000,0,false,
Sat_real_1,6417644.419385,-3237118.780876,2059248.482974,10740.554000,0,false,
Sat_real_1,6633426.596585,-2917506.189390,1850002.118905,10800.554000,0,false,
Sat_real_1,6826444.866379,-2587881.092821,1634391.943561,10860.554000,0,false,
Sat_real_1,6996055.060091,-2249381.470057,1413163.921110,10920.554000,0,false,
Sat_real_1,7141694.861345,-1903174.159451,1187082.287733,10980.554000,0,false,
Sat_real_1,7262885.551608,-1550450.701000,956926.826739,11040.554000,0,false,
Sat_real_1,7359233.430465,-1192423.102039,723490.095452,11100.554000,0,false,
Sat_real_1,7430430.896849,-830319.542514,487574.614210,11160.554000,0,false,
Sat_real_1,7476257.302173,-465380.065779,249990.046313,11220.554000,0,false,
Sat_real_1,7496579.380223,-98852.222625,11550.349494,11280.554000,0,false,
Sat_real_1,7491351.430527,268013.270555,-226929.062734,11340.554000,0,false,
Sat_real_1,7460615.161514,633966.861436,-464634.150070,11400.554000,0,false,
Sat_real_1,7404499.190707,997764.457257,-700755.050061,11460.554000,0,false,
Sat_real_1,7323218.323327,1358171.663443,-934488.844124,11520.554000,0,false,
Sat_real_1,7217072.429748,1713967.953823,-1165042.275750,11580.554000,0,false,
Sat_real_1,7086445.109620,2063950.755867,-1391634.411209,11640.554000,0,false,
Sat_real_1,6931802.062074,2406939.437938,-1613499.233502,11700.554000,0,false,
Sat_real_1,6753689.166583,2741779.183297,-1829888.159632,11760.554000,0,false,
Sat_real_1,6552730.397559,3067344.762680,-2040072.489629,11820.554000,0,false,
Sat_real_1,6329625.398568,3382544.158397,-2243345.755691,11880.554000,0,false,
Sat_real_1,6085146.896845,3686322.068338,-2439025.991153,11940.554000,0,false,
Sat_real_1,5820137.880009,3977663.259229,-2626457.898928,12000.554000,0,false,
Sat_real_1,5535508.543187,4255595.753807,-2805014.909543,12060.554000,0,false,
Sat_real_1,5232233.112361,4519193.889922,-2974101.154399,12120.554000,0,false,
Sat_real_1,4911346.404786,4767581.165559,-3133153.297235,12180.554000,0,false,
Sat_real_1,4573940.281067,4999932.938965,-3281642.270049,12240.554000,0,false,
Sat_real_1,4221159.930237,5215478.938712,-3419074.883679,12300.554000,0,false,
Sat_real_1,3854199.998786,5413505.573849,-3544995.306715,12360.554000,0,false,
Sat_real_1,3474300.648716,5593358.106420,-3658986.454000,12420.554000,0,false,
Sat_real_1,3082743.437429,5754442.575371,-3760671.211611,12480.554000,0,false,
Sat_real_1,2680847.137804,5896227.571822,-3849713.564335,12540.554000,0,false,
Sat_real_1,2269963.454027,6018245.808314,-3925819.587853,12600.554000,0,false,
Sat_real_1,1851472.645421,6120095.472139,-3988738.299162,12660.554000,0,false,
Sat_real_1,1426779.111859,6201441.438517,-4038262.414937,12720.554000,0,false,
Sat_real_1,997306.885175,6262016.211158,-4074228.930867,12780.554000,0,false,
Sat_real_1,564495.099164,6301620.710838,-4096519.601055,12840.554000,0,false,
Sat_real_1,129793.420323,6320124.847303,-4105061.275062,12900.554000,0,false,
Sat_real_1,-305342.546359,6317467.868561,-4099826.088845,12960.554000,0,false,
Sat_real_1,-739455.852702,6293658.572102,-4080831.564787,13020.554000,0,false,
Sat_real_1,-1171092.813371,6248775.240204,-4048140.531220,13080.554000,0,false,
Sat_real_1,-1598807.598109,6182965.428579,-4001860.945886,13140.554000,0,false,
Sat_real_1,-2021166.807118,6096445.540731,-3942145.579556,13200.554000,0,false,
Sat_real_1,-2436754.014013,5989500.181947,-3869191.556149,13260.554000,0,false,
Sat_real_1,-2844174.286424,5862481.375202,-3783239.803033,13320.554000,0,false,
Sat_real_1,-3242058.637287,5715807.502516,-3684574.322966,13380.554000,0,false,
Sat_real_1,-3629068.431052,5549962.098189,-3573521.369851,13440.554000,0,false,
Sat_real_1,-4003899.712401,5365492.429598,-3450448.486490,13500.554000,0,false,
Sat_real_1,-4365287.438706,5163007.863648,-3315763.403041,13560.554000,0,false,
Sat_real_1,-4712009.653797,4943178.094722,-3169912.845088,13620.554000,0,false,
Sat_real_1,-5042891.508882,4706731.116102,-3013381.174968,13680.554000,0,false,
Sat_real_1,-5356809.198970,4454451.047814,-2846688.939342,13740.554000,0,false,
Sat_real_1,-5652693.759836,4187175.765840,-2670391.287555,13800.554000,0,false,
Sat_real_1,-5929534.704923,3905794.333739,-2485076.261863,13860.554000,0,false,
Sat_real_1,-6186383.557988,3611244.292350,-2291362.995365,13920.554000,0,false,
Sat_real_1,-6422357.154275,3304508.729090,-2089899.768144,13980.554000,0,false,
Sat_real_1,-6636640.801205,2986613.206299,-1881361.972663,14040.554000,0,false,
Sat_real_1,-6828491.213199,2658622.513571,-1666449.966618,14100.554000,0,false,
Sat_real_1,-6997239.229206,2321637.265189,-1445886.826989,14160.554000,0,false,
Sat_real_1,-7142292.359369,1976790.377130,-1220416.027476,14220.554000,0,false,
Sat_real_1,-7263137.005995,1625243.378110,-990799.010566,14280.554000,0,false,
Sat_real_1,-7359340.517259,1268182.627278,-757812.700203,14340.554000,0,false,
Sat_real_1,-7430552.945227,906815.409471,-522246.936819,14400.554000,0,false,
Sat_real_1,-7476508.541422,542365.929771,-284901.848410,14460.554000,0,false,
Sat_real_1,-7497027.046694,176071.226026,-46585.169096,14520.554000,0,false,
Sat_real_1,-7492014.596477,-190823.012807,191890.500983,14580.554000,0,false,
Sat_real_1,-7461464.422062,-557066.688891,429710.474208,14640.554000,0,false,
Sat_real_1,-7405457.200371,-921409.593533,666060.787626,14700.554000,0,false,
Sat_real_1,-7324161.088498,-1282605.741819,900131.036229,14760.554000,0,false,
Sat_real_1,-7217831.501111,-1639417.735059,1131117.221859,14820.554000,0,false,
Sat_real_1,-7086810.458101,-1990621.103572,1358224.584834,14880.554000,0,false,
Sat_real_1,-6931525.695265,-2335008.642006,1580670.427913,14940.554000,0,false,
Sat_real_1,-6752489.407442,-2671394.689512,1797686.900217,15000.554000,0,false,
Sat_real_1,-6550296.676854,-2998619.347660,2008523.737041,15060.554000,0,false,
Sat_real_1,-6325623.658085,-3315552.642060,2212450.960120,15120.554000,0,false,
Sat_real_1,-6079225.366115,-3621098.555766,2408761.490429,15180.554000,0,false,
Sat_real_1,-5811933.257383,-3914198.991974,2596773.712679,15240.554000,0,false,
Sat_real_1,-5524652.483441,-4193837.598633,2775833.946622,15300.554000,0,false,
Sat_real_1,-5218358.864623,-4459043.461405,2945318.829746,15360.554000,0,false,
Sat_real_1,-4894095.644035,-4708894.690483,3104637.628496,15420.554000,0,false,
Sat_real_1,-4552969.889325,-4942521.782103,3253234.398774,15480.554000,0,false,
Sat_real_1,-4196148.708036,-5159110.857685,3390590.064382,15540.554000,0,false,
Sat_real_1,-3824855.184372,-5357906.675458,3516224.343822,15600.554000,0,false,
Sat_real_1,-3440364.088306,-5538215.429830,3629697.535927,15660.554000,0,false,
Sat_real_1,-3043997.413107,-5699407.374534,3730612.188315,15720.554000,0,false,
Sat_real_1,-2637119.664668,-5840919.127775,3818614.556004,15780.554000,0,false,
Sat_real_1,-2221133.029778,-5962255.798602,3893395.942073,15840.554000,0,false,
Sat_real_1,-1797472.374049,-6062992.821494,3954693.846616,15900.554000,0,false,
Sat_real_1,-1367600.118337,-6142777.543085,4002292.953167,15960.554000,0,false,
Sat_real_1,-933001.007991,-6201330.548575,4036025.944489,16020.554000,0,false,
Sat_real_1,-495176.789290,-6238446.691456,4055774.123965,16080.554000,0,false,
Sat_real_1,-55640.819010,-6253995.858961,4061467.863656,16140.554000,0,false,
Sat_real_1,384087.365941,-6247923.496907,4053086.894327,16200.554000,0,false,
Sat_real_1,822487.516624,-6220250.767347,4030660.354481,16260.554000,0,false,
Sat_real_1,1258044.134894,-6171074.502903,3994266.705503,16320.554000,0,false,
Sat_real_1,1689251.916496,-6100566.824622,3944033.426210,16380.554000,0,false,
Sat_real_1,2114621.155062,-6008974.495162,3880136.533938,16440.554000,0,false,
Sat_real_1,2532683.089025,-5896618.033686,3802799.949726,16500.554000,0,false,
Sat_real_1,2941995.150278,-5763890.472796,3712294.630933,16560.554000,0,false,
Sat_real_1,3341146.127435,-5611255.925836,3608937.580859,16620.554000,0,false,
Sat_real_1,3728761.188364,-5439247.839774,3493090.655222,16680.554000,0,false,
Sat_real_1,4103506.767858,-5248467.006960,3365159.213330,16740.554000,0,false,
Sat_real_1,4464095.312477,-5039579.365007,3225590.633164,16800.554000,0,false,
Sat_real_1,4809289.801486,-4813313.479523,3074872.621971,16860.554000,0,false,
Sat_real_1,5137908.112268,-4570457.869885,2913531.426003,16920.554000,0,false,
Sat_real_1,5448827.134847,-4311858.072786,2742129.871095,16980.554000,0,false,
Sat_real_1,5740986.665515,-4038413.514803,2561265.279855,17040.554000,0,false,
Sat_real_1,6013393.082102,-3751074.225924,2371567.285920,17100.554000,0,false,
Sat_real_1,6265122.692155,-3450837.313216,2173695.494081,17160.554000,0,false,
Sat_real_1,6495324.872239,-3138743.333042,1968337.075221,17220.554000,0,false,
Sat_real_1,6703224.875836,-2815872.482944,1756204.246708,17280.554000,0,false,
Sat_real_1,6888126.362882,-2483340.674371,1538031.678085,17340.554000,0,false,
Sat_real_1,7049413.665203,-2142295.516132,1314573.841965,17400.554000,0,false,
Sat_real_1,7186553.659341,-1793912.157051,1086602.278466,17460.554000,0,false,
Sat_real_1,7299097.406217,-1439389.093887,854902.840703,17520.554000,0,false,
Sat_real_1,7386681.418941,-1079943.898333,620272.892586,17580.554000,0,false,
Sat_real_1,7449028.632174,-716808.910146,383518.488484,17640.554000,0,false,
Sat_real_1,7485949.099772,-351226.921682,145451.550478,17700.554000,0,false,
Sat_real_1,7497340.288218,15553.168607,-93112.970999,17760.554000,0,false,
Sat_real_1,7483187.151141,382280.670847,-331359.914309,17820.554000,0,false,
Sat_real_1,7443561.840997,747707.403164,-568476.711289,17880.554000,0,false,
Sat_real_1,7378623.140694,1110591.951301,-803656.164456,17940.554000,0,false,
Sat_real_1,7288615.646350,1469703.873708,-1036099.187425,18000.554000,0,false,
Sat_real_1,7173868.564512,1823827.843305,-1265017.500295,18060.554000,0,false,
Sat_real_1,7034794.316802,2171767.709490,-1489636.271388,18120.554000,0,false,
Sat_real_1,6871886.810241,2512350.460699,-1709196.689907,18180.554000,0,false,
Sat_real_1,6685719.459223,2844430.081550,-1922958.466098,18240.554000,0,false,
Sat_real_1,6476942.994758,3166891.296276,-2130202.253380,18300.554000,0,false,
Sat_real_1,6246282.944515,3478653.158111,-2330231.964929,18360.554000,0,false,
Sat_real_1,5994536.969231,3778672.515240,-2522377.006546,18420.554000,0,false,
Sat_real_1,5722571.935373,4065947.305615,-2705994.393831,18480.554000,0,false,
Sat_real_1,5431320.806901,4339519.698652,-2880470.766655,18540.554000,0,false,
Sat_real_1,5121779.392052,4598479.088263,-3045224.304598,18600.554000,0,false,
Sat_real_1,4795002.842999,4841964.877989,-3199706.504067,18660.554000,0,false,
Sat_real_1,4452102.069441,5069169.129936,-3343403.865706,18720.554000,0,false,
Sat_real_1,4094239.963059,5279339.006564,-3475839.444769,18780.554000,0,false,
Sat_real_1,3722627.499086,5471779.039958,-3596574.287700,18840.554000,0,false,
Sat_real_1,3338519.742435,5645853.239657,-3705208.762287,18900.554000,0,false,
Sat_real_1,2943211.685450,5800986.955635,-3801383.725783,18960.554000,0,false,
Sat_real_1,2538034.038497,5936668.600959,-3884781.600504,19020.554000,0,false,
Sat_real_1,2124348.905175,6052451.141631,-3955127.295633,19080.554000,0,false,
Sat_real_1,1703545.391487,6147953.401595,-4012189.007067,19140.554000,0,false,
Sat_real_1,1277035.170766,6222861.199790,-4055778.906572,19200.554000,0,false,
Sat_real_1,846247.963770,6276928.225514,-4085753.659069,19260.554000,0,false,
Sat_real_1,412627.008157,6309976.777316,-4102014.850431,19320.554000,0,false,
Sat_real_1,-22375.516647,6321898.261990,-4104509.258250,19380.554000,0,false,
Sat_real_1,-457303.083019,6312653.508122,-4093229.001383,19440.554000,0,false,
Sat_real_1,-890699.415024,6282272.912814,-4068211.580524,19500.554000,0,false,
Sat_real_1,-1321113.098189,6230856.318616,-4029539.742369,19560.554000,0,false,
Sat_real_1,-1747102.175087,6158572.754677,-3977341.254926,19620.554000,0,false,
Sat_real_1,-2167238.717990,6065659.933160,-3911788.522796,19680.554000,0,false,
Sat_real_1,-2580113.371673,5952423.557117,-3833098.078986,19740.554000,0,false,
Sat_real_1,-2984339.859355,5819236.459276,-3741529.965912,19800.554000,0,false,
Sat_real_1,-3378559.415135,5666537.474571,-3637386.943017,19860.554000,0,false,
Sat_real_1,-3761445.169210,5494830.177794,-3521013.606293,19920.554000,0,false,
Sat_real_1,-4131706.437100,5304681.385480,-3392795.355029,19980.554000,0,false,
Sat_real_1,-4488092.927530,5096719.476027,-3253157.241068,20040.554000,0,false,
Sat_real_1,-4829398.869622,4871632.547146,-3102562.713303,20100.554000,0,false,
Sat_real_1,-5154466.988096,4630166.323410,-2941512.201602,20160.554000,0,false,
Sat_real_1,-5462192.398615,4373121.932089,-2770541.616280,20220.554000,0,false,
Sat_real_1,-5751526.336354,4101353.460413,-2590220.707398,20280.554000,0,false,
