x,y,z,t
3528626.315483,-3545966.303433,-5002492.414968,-3.234000
3202973.968952,-3856927.015280,-4992077.136247,56.765000
2864373.264639,-4152295.483090,-4961427.386974,116.764000
2514194.758377,-4430880.054035,-4910670.342924,176.763000
2153855.282124,-4691557.024218,-4840014.378726,236.763000
1784812.243521,-4933275.129196,-4749748.204346,296.760000
1408557.760194,-5155059.741965,-4640239.675441,356.760000
1026612.659449,-5356016.756732,-4511934.283641,416.758000
640520.374883,-5535336.144012,-4365353.338677,476.757000
251840.768124,-5692295.170145,-4201091.857283,536.757000
-137856.102801,-5826261.279256,-4019816.172981,596.756000
-526996.253126,-5936694.636108,-3822261.276933,656.755000
-914008.067202,-6023150.324438,-3609227.895055,716.754000
-1297328.607552,-6085280.188906,-3381579.302936,776.753000
-1675409.918709,-6122834.302994,-3140237.879751,836.752000
-2046725.299786,-6135662.042579,-2886181.405797,896.751000
-2409775.512664,-6123712.747079,-2620439.114377,956.751000
-2763094.888859,-6087035.956425,-2344087.515698,1016.750000
-3105257.298654,-6025781.220735,-2058246.015731,1076.748000
-3434881.950442,-5940197.487666,-1764072.355441,1136.748000
-3750638.994536,-5830632.077749,-1462757.894976,1196.747000
-4051254.911570,-5697529.259549,-1155522.764552,1256.746000
-4335517.669050,-5541428.434830,-843610.900469,1316.745000
-4602281.630009,-5362961.940737,-528284.982715,1376.745000
-4850472.195607,-5162852.473455,-210821.290793,1436.744000
-5079090.160528,-4941910.137517,107495.503189,1496.744000
-5287215.757848,-4701029.127318,425377.581720,1556.744000
-5474012.370076,-4441184.052215,741539.243513,1616.742000
-5638729.885284,-4163425.921691,1054702.151991,1676.741000
-5780707.682040,-3868877.812843,1363600.542830,1736.741000
-5899377.229995,-3558730.243982,1666986.364461,1796.740000
-5994264.299524,-3234236.279839,1963634.329369,1856.740000
-6064990.777597,-2896706.400393,2252346.852362,1916.740000
-6111276.082333,-2547503.144663,2531958.863304,1976.739000
-6132938.180289,-2188035.568526,2801342.470125,2036.739000
-6129894.202544,-1819753.530571,3059411.459577,2096.739000
-6102160.661246,-1444141.832905,3305125.617479,2156.738000
-6049853.268905,-1062714.240955,3537494.852222,2216.738000
-5973186.364852,-677007.407912,3755583.105445,2276.737000
-5872471.955636,-288574.726904,3958512.037226,2336.737000
-5748118.377121,101019.864407,4145464.473024,2396.737000
-5600628.586890,490208.104397,4315687.602216,2456.737000
-5430598.095521,877423.631247,4468495.918871,2516.736000
-5238712.545188,1261108.188111,4603273.895871,2576.736000
-5025744.944413,1639717.787400,4719478.383608,2636.736000
-4792552.569054,2011728.810927,4816640.724763,2696.735000
-4540073.541904,2375644.021893,4894368.577494,2756.735000
-4269323.106097,2729998.464730,4952347.441124,2816.735000
-3981389.610193,3073365.230187,4990341.880984,2876.734000
-3677430.224314,3404361.065840,5008196.451893,2936.734000
-3358666.406495,3721651.815788,5005836.322133,2996.733000
-3026379.136211,4023957.676806,4983267.600829,3056.732000
-2681903.928662,4310058.260328,4940577.370990,3116.731000
-2326625.639893,4578797.449530,4877933.428148,3176.730000
-1961973.070906,4829088.038132,4795583.721423,3236.730000
-1589413.379596,5059916.133135,4693855.491193,3296.728000
-1210446.313135,5270345.298961,4573154.096591,3356.728000
-826598.279500,5459520.417319,4433961.527789,3416.727000
-439416.283472,5626671.237059,4276834.602254,3476.726000
-50461.757544,5771115.591783,4102402.849920,3536.726000
338695.680177,5892262.269340,3911366.097776,3596.726000
