x,y,z,t,firing
-11401153.505840,-4540119.175773,-5410657.031922,1976.208000,0
-11226860.865209,-4717707.496133,-5622274.928601,2036.207000,0
-11045892.230278,-4892490.449277,-5830547.099772,2096.206000,0
-10858357.253542,-5064365.005573,-6035350.684758,2156.200000,0
-10664369.390413,-5233229.913249,-6236564.944723,2216.199000,0
-10464045.828504,-5398985.754738,-6434071.329916,2276.198000,0
-10257507.415141,-5561535.001880,-6627753.545547,2336.197000,0
-10044878.582963,-5720782.069908,-6817497.616203,2396.196000,0
-9826287.273705,-5876633.370193,-7003191.948792,2456.185000,0
-9601864.860339,-6028997.361792,-7184727.394055,2516.184000,0
-9371746.067357,-6177784.601664,-7361997.306484,2576.183000,0
-9136068.889530,-6322907.793657,-7534897.602770,2636.182000,0
-8894974.509011,-6464281.836163,-7703326.818676,2696.180000,0
-8648607.210880,-6601823.868460,-7867186.164314,2756.169000,0
-8397114.297281,-6735453.315754,-8026379.577898,2816.168000,0
-8140645.999981,-6865091.932811,-8180813.777797,2876.166000,0
-7879355.391636,-6990663.846281,-8330398.313026,2936.164000,0
-7613398.295669,-7112095.595612,-8475045.612062,2996.162000,0
-7342933.194839,-7229316.172576,-8614671.029992,3056.154000,0
-7068121.138641,-7342257.059440,-8749192.894051,3116.152000,0
-6789125.649406,-7450852.265643,-8878532.547369,3176.151000,0
-6506112.627335,-7555038.363122,-9002614.391112,3236.150000,0
-6219250.254409,-7654754.520162,-9121365.924849,3296.148000,0
-5928708.897234,-7749942.533798,-9234717.785204,3356.136000,0
-5634661.008960,-7840546.860829,-9342603.782839,3416.135000,0
-5337281.030158,-7926514.647272,-9444960.937577,3476.134000,0
-5036745.288871,-8007795.756426,-9541729.511867,3536.132000,0
-4733231.899779,-8084342.795422,-9632853.042440,3596.131000,0
-4426920.662565,-8156111.140282,-9718278.370183,3656.121000,0
-4117992.959560,-8223058.959554,-9797955.668311,3716.119000,0
-3806631.652628,-8285147.236348,-9871838.468634,3776.118000,0
-3493020.979434,-8342339.788961,-9939883.686137,3836.117000,0
-3177346.449086,-8394603.289947,-10002051.641698,3896.114000,0
-2859794.737198,-8441907.283673,-10058306.083007,3956.105000,0
-2540553.580481,-8484224.202429,-10108614.203747,4016.104000,0
-2219811.670805,-8521529.380913,-10152946.660847,4076.103000,0
-1897758.548881,-8553801.069279,-10191277.590009,4136.101000,0
-1574584.497544,-8581020.444620,-10223584.619367,4196.100000,0
-1250480.434706,-8603171.620911,-10249848.881315,4256.091000,0
-925637.806044,-8620241.657495,-10270055.022586,4316.089000,0
-600248.477415,-8632220.565929,-10284191.212375,4376.088000,0
-274504.627107,-8639101.315380,-10292249.148731,4436.087000,0
51401.362072,-8640879.836443,-10294224.063069,4496.086000,0
377277.010800,-8637555.023413,-10290114.722832,4556.076000,0
702929.851305,-8629128.735091,-10279923.432396,4616.075000,0
1028167.535438,-8615605.793942,-10263656.032023,4676.074000,0
1352797.942707,-8596993.983801,-10241321.895062,4736.073000,0
1676629.288230,-8573304.045997,-10212933.923276,4796.073000,0
1999470.230555,-8544549.673926,-10178508.540310,4856.070000,0
2321129.979315,-8510747.506163,-10138065.683418,4916.070000,0
2641418.402648,-8471917.117922,-10091628.793210,4976.069000,0
2960146.134355,-8428081.011073,-10039224.801688,5036.068000,0
3277124.680745,-8379264.602573,-9980884.118378,5096.067000,0
3592166.527103,-8325496.211362,-9916640.614638,5156.063000,0
3905085.243783,-8266807.043800,-9846531.606216,5216.062000,0
4215695.591798,-8203231.177459,-9770597.833851,5276.061000,0
4523813.627944,-8134805.543490,-9688883.442170,5336.060000,0
4829256.809352,-8061569.907416,-9601435.956704,5396.060000,0
5131844.097429,-7983566.848399,-9508306.259091,5456.053000,0
5431396.061200,-7900841.737074,-9409548.560553,5516.052000,0
5727734.979881,-7813442.711752,-9305220.373444,5576.051000,0
6020684.944765,-7721420.653220,-9195382.481109,5636.050000,0
6310071.960276,-7624829.157996,-9080098.905904,5696.050000,0
6595724.044180,-7523724.510078,-8959436.875429,5756.043000,0
6877471.326948,-7418165.651292,-8833466.787061,5816.042000,0
7155146.150092,-7308214.150042,-8702262.170616,5876.041000,0
7428583.163576,-7193934.168690,-8565899.649345,5936.039000,0
7697619.422141,-7075392.429425,-8424458.899144,5996.037000,0
7962094.480526,-6952658.178682,-8278022.606022,6056.029000,0
8221850.487609,-6825803.150170,-8126676.421928,6116.028000,0
8476732.279240,-6694901.526391,-7970508.918752,6176.027000,0
8726587.469912,-6560029.898806,-7809611.540728,6236.026000,0
8971266.543080,-6421267.226561,-7644078.555113,6296.025000,0
9210622.940121,-6278694.793808,-7474007.001196,6356.018000,0
9444513.147954,-6132396.165710,-7299496.637722,6416.017000,0
9672796.785094,-5982457.142991,-7120649.888592,6476.017000,0
9895336.686276,-5828965.715202,-6937571.787033,6536.016000,0
10111998.985480,-5672012.012625,-6750369.918126,6596.015000,0
10322653.197314,-5511688.256846,-6559154.359773,6656.008000,0
