x,y,z,t,firing,detected_by_GS
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4869993.429833,10569045.731802,4769984.946831,8160.000000,0,1
5060945.723039,10659668.323129,4676585.431309,8220.000000,0,1
5125897.473778,10739212.214175,4684366.637006,8280.000000,0,1
5101717.395621,10806575.281612,4758961.069228,8340.000000,0,1
5012415.296126,10860517.972073,4879211.384247,8400.000000,0,1
4874104.141946,10901087.657014,5030781.021444,8460.000000,0,1
4698211.638267,10929658.859554,5204750.565863,8520.000000,0,1
4493699.371781,10947000.789078,5393382.948245,8580.000000,0,1
4266967.718750,10954269.694600,5592446.513162,8640.000000,0,1
4022876.409902,10952113.045218,5798145.608221,8700.000000,0,1
3765647.169395,10940348.739696,6006613.351875,8760.000000,0,1
3499047.970911,10919815.091688,6216815.728888,8820.000000,0,1
3224558.993110,10891012.106436,6426097.678011,8880.000000,0,1
2944914.129241,10854557.170124,6633558.758457,8940.000000,0,1
2661557.613122,10810715.566206,6837383.109041,9000.000000,0,1
2375340.643069,10758754.716892,7037401.705530,9060.000000,0,1
2087195.173903,10699109.347849,7232500.846384,9120.000000,0,1
1797399.211930,10633113.696815,7422303.352604,9180.000000,0,1
1507077.716586,10559353.315082,7606632.931597,9240.000000,0,1
1216053.890307,10478161.913879,7785127.590128,9300.000000,0,1
925123.348448,10390594.105328,7958005.390301,9360.000000,0,1
634855.344282,10295807.824447,8123980.653789,9420.000000,0,1
345309.298981,10194195.885696,8284211.921775,9480.000000,0,1
56194.330639,10085631.009603,8437557.713931,9540.000000,0,1
-231728.485391,9970508.597894,8584561.944306,9600.000000,0,1
-519300.532437,9849114.663870,8724547.373660,9660.000000,0,1
-805340.718134,9720783.159852,8858307.124198,9720.000000,0,1
-1089313.701313,9586393.711579,8985747.893117,9780.000000,0,1
-1372545.988031,9445565.858644,9106413.502378,9840.000000,0,1
-1654112.636593,9298924.465013,9220993.119424,9900.000000,0,1
-1933794.454770,9145940.203877,9329205.141683,9960.000000,0,1
-2211933.975658,8986868.729569,9430194.853874,10020.000000,0,1
-2488324.470532,8822509.611698,9525116.920724,10080.000000,0,1
-2761888.407245,8652933.147951,9613701.405370,10140.000000,0,1
-3033421.543948,8477724.758514,9695743.778305,10200.000000,0,1
-3303283.942235,8297247.762125,9770798.767978,10260.000000,0,1
-3570155.254147,8111325.093173,9839214.399490,10320.000000,0,1
-3834509.474643,7920821.999294,9901887.325317,10380.000000,0,1
-4096044.780899,7724738.518639,9957890.489516,10440.000000,0,1
-4355210.685029,7524052.006640,10007404.393283,10500.000000,0,1
-4611383.213264,7318486.946446,10050031.554381,10560.000000,0,1
-4864275.393409,7108839.282229,10086539.772342,10620.000000,0,1
-5114214.008562,6893792.290061,10116636.491484,10680.000000,0,1
-5360670.604061,6675437.183309,10140268.024379,10740.000000,0,1
-5593200.513761,6447237.776196,10143089.800517,10800.000000,0,0
-5822288.686426,6215070.679534,10139665.121790,10860.000000,0,0
-6047782.352760,5979066.077058,10129975.480275,10920.000000,0,0
