x,y,z,t,firing,detected_by_GS
-7492912.426915,-10757903.355983,-2751398.213842,-4.893000,0,0
-7286350.426543,-10837158.656153,-2992254.975996,55.104000,0,0
-7075439.365442,-10909945.533150,-3231324.422339,115.103000,0,0
-6860306.666972,-10976222.910424,-3468464.455623,175.102000,0,0
-6641082.170501,-11035953.608949,-3703534.228891,235.102000,0,0
-6417898.051298,-11089104.363328,-3936394.226668,295.101000,0,0
-6190888.739310,-11135645.835538,-4166906.345120,355.098000,0,0
-5960190.836929,-11175552.626466,-4394933.971171,415.097000,0,0
-5725943.035671,-11208803.284975,-4620342.060480,475.096000,0,0
-5488286.031964,-11235380.314785,-4842997.214307,535.094000,0,0
-5247362.442013,-11255270.179006,-5062767.755185,595.093000,0,0
-5003316.715812,-11268463.302375,-5279523.801374,655.090000,0,0
-4756295.050414,-11274954.071331,-5493137.340106,715.089000,0,0
-4506445.302390,-11274740.831679,-5703482.299493,775.088000,0,0
-4253916.899659,-11267825.884144,-5910434.619171,835.088000,0,0
-3998860.752665,-11254215.477651,-6113872.319586,895.087000,0,0
-3741429.164960,-11233919.800375,-6313675.569891,955.084000,0,0
-3481775.743305,-11206952.968726,-6509726.754507,1015.083000,0,0
-3220055.307232,-11173333.014005,-6701910.538181,1075.083000,0,0
-2956423.798221,-11133081.867044,-6890113.929654,1135.081000,0,0
-2691038.188485,-11086225.340666,-7074226.343826,1195.081000,0,0
-2424056.389421,-11032793.110028,-7254139.662417,1255.078000,0,0
-2155637.159809,-10972818.690988,-7429748.293166,1315.077000,0,0
-1885940.013744,-10906339.416265,-7600949.227401,1375.077000,0,0
-1615125.128409,-10833396.409693,-7767642.096121,1435.075000,0,0
-1343353.251711,-10754034.558409,-7929729.224462,1495.075000,0,0
-1070785.609810,-10668302.483040,-8087115.684557,1555.065000,0,0
-797583.814639,-10576252.506046,-8239709.346845,1615.065000,0,0
-523909.771389,-10477940.617973,-8387420.929647,1675.064000,0,0
-249925.586068,-10373426.441926,-8530164.047184,1735.063000,0,0
24206.526864,-10262773.196111,-8667855.255882,1795.063000,0,0
298324.336719,-10146047.654511,-8800414.099000,1855.060000,0,0
572265.688624,-10023320.105836,-8927763.149639,1915.059000,0,0
845868.595355,-9894664.310534,-9049828.051939,1975.058000,0,0
1118971.328897,-9760157.456159,-9166537.560657,2035.057000,0,0
1391412.511711,-9619880.110931,-9277823.578974,2095.057000,0,0
1663031.207655,-9473916.175594,-9383621.194562,2155.054000,0,0
1933667.012521,-9322352.833661,-9483868.713984,2215.053000,0,0
2203160.144148,-9165280.499896,-9578507.695225,2275.053000,0,0
2471351.532084,-9002792.767262,-9667482.978563,2335.052000,0,0
2738082.906733,-8834986.352237,-9750742.715622,2395.051000,0,0
3003196.887976,-8661961.038547,-9828238.396639,2455.048000,0,0
3266537.073222,-8483819.619453,-9899924.876040,2515.048000,0,0
3527948.124834,-8300667.838406,-9965760.396098,2575.047000,0,0
3787275.856920,-8112614.328330,-10025706.608902,2635.046000,0,0
4044367.321433,-7919770.549408,-10079728.596483,2695.046000,0,0
4299070.893549,-7722250.725447,-10127794.889121,2755.043000,0,0
4551236.356320,-7520171.778933,-10169877.481934,2815.042000,0,0
4800714.984490,-7313653.264614,-10205951.849535,2875.042000,0,0
5047359.627534,-7102817.301858,-10235996.958969,2935.041000,0,0
5291024.791809,-6887788.505666,-10259995.280790,2995.041000,0,0
5531566.721821,-6668693.916420,-10277932.798310,3055.038000,0,0
5768843.480595,-6445662.928454,-10289799.015104,3115.037000,0,0
6002715.029042,-6218827.217344,-10295586.960574,3175.037000,0,0
6233043.304371,-5988320.666086,-10295293.193787,3235.036000,0,0
6459692.297458,-5754279.290107,-10288917.805433,3295.035000,0,0
6682528.129157,-5516841.161170,-10276464.417953,3355.033000,0,0
6901419.125566,-5276146.330239,-10257940.183920,3415.033000,0,0
7116235.892096,-5032336.749236,-10233355.782465,3475.031000,0,0
7326851.386456,-4785556.191842,-10202725.413981,3535.030000,0,0
7533140.990417,-4535950.173295,-10166066.792949,3595.030000,0,0
7734982.580349,-4283665.869225,-10123401.138921,3655.028000,0,0
7932256.596579,-4028852.033636,-10074753.165776,3715.028000,0,0
8124846.111364,-3771658.915927,-10020151.069014,3775.027000,0,0
8312636.895643,-3512238.177131,-9959626.511331,3835.026000,0,0
8495517.484394,-3250742.805314,-9893214.606336,3895.026000,0,0
8673379.240614,-2987327.030189,-9820953.900429,3955.024000,0,0
8846116.417969,-2722146.237029,-9742886.352956,4015.023000,0,0
9013626.221885,-2455356.879816,-9659057.314427,4075.023000,0,0
9175808.869278,-2187116.393767,-9569515.503033,4135.022000,0,0
9332567.646724,-1917583.107202,-9474312.979308,4195.021000,0,0
9483808.967102,-1646916.152817,-9373505.118993,4255.017000,0,0
9629442.424745,-1375275.378410,-9267150.584181,4315.016000,0,0
9769380.848889,-1102821.257068,-9155311.292567,4375.016000,0,0
9903540.355593,-829714.796884,-9038052.385018,4435.014000,0,0
10031840.397958,-556117.450226,-8915442.191317,4495.013000,0,0
10154203.814657,-282191.022597,-8787552.194152,4555.011000,0,0
10270556.876833,-8097.581144,-8654456.991417,4615.010000,0,0
10380829.333133,266000.637169,-8516234.256663,4675.009000,0,0
10484954.453064,539941.317661,-8372964.697904,4735.008000,0,0
10582869.068512,813562.160273,-8224732.014664,4795.008000,0,0
10674513.613404,1086700.972101,-8071622.853303,4855.005000,0,0
10759832.161612,1359195.760094,-7913726.760710,4915.004000,0,0
10838772.462831,1630884.823833,-7751136.136225,4975.003000,0,0
10911285.976650,1901606.848402,-7583946.181956,5035.003000,0,0
10977327.904634,2171200.997256,-7412254.851420,5095.003000,0,0
11036857.220414,2439507.005057,-7236162.796530,5154.999000,0,0
11089836.697885,2706365.270463,-7055773.313027,5214.998000,0,0
11136232.937232,2971616.948750,-6871192.284216,5274.997000,0,0
11176016.389032,3235104.044300,-6682528.123203,5334.997000,0,0
11209161.376220,3496669.502840,-6489891.713518,5394.996000,0,0
11235646.113951,3756157.303420,-6293396.348212,5454.993000,0,0
11255452.727436,4013412.550089,-6093157.667471,5514.993000,0,0
11268567.267491,4268281.563165,-5889293.594669,5574.992000,0,0
11274979.724042,4520611.970110,-5681924.271009,5634.991000,0,0
11274684.037379,4770252.795916,-5471171.988690,5694.991000,0,0
11267678.107202,5017054.552959,-5257161.122658,5754.987000,0,0
11253963.799534,5260869.330317,-5040018.061007,5814.986000,0,0
11233546.951241,5501550.882384,-4819871.133956,5874.986000,0,0
11206437.372417,5738954.716863,-4596850.541557,5934.985000,0,0
11172648.846429,5972938.181984,-4371088.280073,5994.981000,0,0
11132199.127662,6203360.552922,-4142718.067093,6054.978000,0,0
11085109.937035,6430083.117410,-3911875.265458,6114.977000,0,0
11031406.955094,6652969.260398,-3678696.805935,6174.977000,0,0
10971119.812860,6871884.547781,-3443321.108777,6234.977000,0,0
10904282.080296,7086696.809114,-3205888.004149,6294.976000,0,0
10830931.252395,7297276.219221,-2966538.651476,6354.973000,0,0
10751108.733000,7503495.378743,-2725415.457762,6414.972000,0,0
10664859.816178,7705229.393451,-2482661.994908,6474.972000,0,0
10572233.665253,7902355.952334,-2238422.916066,6534.971000,0,0
10473283.289495,8094755.404419,-1992843.871111,6594.970000,0,0
10368065.518367,8282310.834191,-1746071.421219,6654.968000,0,0
10256640.973510,8464908.135691,-1498252.952660,6714.967000,0,0
10139074.038267,8642436.085079,-1249536.589803,6774.966000,0,0
10015432.824864,8814786.411721,-1000071.107412,6834.965000,0,0
9885789.139265,8981853.867716,-750005.842274,6894.965000,0,0
9750218.443604,9143536.295748,-499490.604209,6954.961000,0,0
9608799.816373,9299734.695363,-248675.586519,7014.961000,0,0
9461615.910192,9450353.287428,2288.724068,7074.960000,0,0
9308752.907288,9595299.576845,253251.637915,7134.959000,0,0
9150300.472688,9734484.413451,504062.353391,7194.959000,0,0
8986351.705068,9867822.050979,754570.048114,7254.955000,0,0
8817003.085423,9995230.204184,1004623.970496,7314.954000,0,0
8642354.423405,10116630.103908,1254073.531502,7374.954000,0,0
8462508.801466,10231946.550141,1502768.396573,7434.953000,0,0
8277572.516818,10341107.963033,1750558.577665,7494.950000,0,0
8087655.021159,10444046.431723,1997294.525313,7554.948000,0,0
7892868.858348,10540697.761112,2242827.220703,7614.947000,0,0
7693329.599875,10631001.516327,2487008.267646,7674.947000,0,0
7489155.778280,10714901.064986,2729689.984417,7734.945000,0,0
7280468.818538,10792343.617179,2970725.495391,7794.944000,0,0
7067392.967394,10863280.263073,3209968.822395,7854.942000,0,0
6850055.220784,10927666.008250,3447274.975768,7914.941000,0,0
6628585.249271,10985459.806566,3682500.044981,7974.941000,0,0
6403115.321600,11036624.590589,3915501.288826,8034.940000,0,0
6173780.226427,11081127.299617,4146137.225070,8094.939000,0,0
5940717.192204,11118938.905124,4374267.719515,8154.936000,0,0
5704065.805370,11150034.433790,4599754.074429,8214.935000,0,0
5463967.926787,11174392.987900,4822459.116248,8274.934000,0,0
5220567.606538,11191997.763177,5042247.282479,8334.934000,0,0
4974010.997134,11202836.064074,5258984.707804,8394.933000,0,0
4724446.265150,11206899.316351,5472539.309216,8454.930000,0,0
4472023.501405,11204183.077142,5682780.870257,8514.928000,0,0
4216894.629685,11194687.042278,5889581.124170,8574.927000,0,0
3959213.314089,11178415.050954,6092813.835971,8634.926000,0,0
3699134.865075,11155375.087766,6292354.883381,8694.925000,0,0
3436816.144237,11125579.281966,6488082.336499,8754.921000,0,0
3172415.467917,11089043.904146,6679876.536265,8814.920000,0,0
2906092.509672,11045789.360116,6867620.171533,8874.919000,0,0
2638008.201680,10995840.182097,7051198.354754,8934.919000,0,0
2368324.635168,10939225.017243,7230498.696243,8994.918000,0,0
2097204.959899,10875976.613372,7405411.376870,9054.915000,0,0
1824813.282816,10806131.802105,7575829.219274,9114.914000,0,0
1551314.565895,10729731.479212,7741647.757389,9174.914000,0,0
1276874.523273,10646820.582280,7902765.304312,9234.913000,0,0
1001659.517743,10557448.065737,8059083.018471,9294.912000,0,0
725836.456670,10461666.873122,8210504.967956,9354.910000,0,0
449572.687413,10359533.906802,8356938.193116,9414.909000,0,0
173035.892312,10251109.994964,8498292.767200,9474.909000,0,0
-103606.016668,10136459.855992,8634481.855101,9534.908000,0,0
-380185.003575,10015652.060278,8765421.770156,9594.908000,0,0
-656533.014309,9888758.989377,8891032.028871,9654.905000,0,0
-932482.082592,9755856.792701,9011235.403680,9714.904000,0,0
-1207864.435986,9617025.341609,9125957.973546,9774.904000,0,0
-1482512.601884,9472348.181001,9235129.172423,9834.903000,0,0
-1756259.513413,9321912.478478,9338681.835595,9894.903000,0,0
-2028938.615140,9165808.970996,9436552.243726,9954.899000,0,0
-2300383.968556,9004131.909209,9528680.164767,10014.899000,0,0
-2570430.357210,8836978.999373,9615008.893516,10074.898000,0,0
-2838913.391443,8664451.342933,9695485.288873,10134.897000,0,0
-3105669.612658,8486653.373852,9770059.808802,10194.897000,0,0
-3370536.597010,8303692.793646,9838686.542862,10254.893000,0,0
-3633353.058508,8115680.504288,9901323.242440,10314.892000,0,0
-3893958.951379,7922730.538903,9957931.348503,10374.892000,0,0
-4152195.571671,7724959.990368,10008476.016922,10434.891000,0,0
-4407905.658017,7522488.937879,10052926.141386,10494.891000,0,0
-4660933.491445,7315440.371464,10091254.373773,10554.889000,0,0
-4911124.994245,7103940.114623,10123437.142130,10614.889000,0,0
-5158327.827734,6888116.745001,10149454.666082,10674.888000,0,0
-5402391.488895,6668101.513246,10169290.969733,10734.886000,0,0
-5643167.405830,6444028.260094,10182933.892096,10794.885000,0,0
-5880509.031900,6216033.331695,10190375.094905,10854.883000,0,0
-6114271.938590,5984255.493331,10191610.068007,10914.882000,0,0
-6344313.906916,5748835.841489,10186638.132130,10974.882000,0,0
-6570495.017378,5509917.714395,10175462.439122,11034.881000,0,0
-6792677.738390,5267646.601103,10158089.969694,11094.881000,0,0
-7010727.013080,5022170.049125,10134531.528537,11154.877000,0,0
-7224510.344487,4773637.570783,10104801.737031,11214.876000,0,0
-7433897.878994,4522200.548234,10068919.023322,11274.875000,0,0
-7638762.487989,4268012.137295,10026905.609906,11334.875000,0,0
-7838979.847719,4011227.170151,9978787.498743,11394.874000,0,0
-8034428.517198,3752002.056962,9924594.453789,11454.871000,0,0
-8224990.014254,3490494.686511,9864359.981163,11514.871000,0,0
-8410548.889506,3226864.325900,9798121.306754,11574.871000,0,0
-8590992.798313,2961271.519392,9725919.351402,11634.869000,0,0
-8766212.570654,2693877.986489,9647798.703678,11694.869000,0,0
-8936102.278794,2424846.519280,9563807.590197,11754.866000,0,0
-9100559.302857,2154340.879183,9473997.843639,11814.866000,0,0
